Unique Private Well ID,Unique Well ID,Project,Project Code,Calibration Set Code,Well Latitude,Well Longitude,Operator Name,Well Name,Offshore Area,Offshore Block Number,Prospect,Basin,Country,State,County,Minimum Geologic Age,Maximum Geologic Age,KB Elevation,Water Depth,Ground Level,Water Depth/Ground Level Units,KB Elevation - Feet,Water Depth - Feet,Ground Level - Feet,KB Elevation - Meters,Water Depth - Meters,Ground Level - Meters,Unique Sample ID,Sample Analytical Group,Public Sample ID,Public Sample Canister ID,Depth,Depth - Log Corrected,Depth Bottom,Depth Units,Depth - Feet,Depth Bottom - Feet,Depth - Meters,Depth Bottom - Meters,Sample Group,Sample Formation,Sample Member,Sample Depositional Environment,Sample Type,Sample Orientation,Sample Length,Sample Interval Length,Sample Diameter,Sample Size Units,Sample Weight Oven Dry,Sample Weight Humidity Dry,Sample Weight Air Dry,Sample Weight as Received,Sample Weight Units,Sample Bulk Volume,Sample Grain Volume,Sample Pore Volume,Sample Volume Units,Estimated Bulk Density (gm/cm^3),Leco TOC (wt percent),Hydrocarbon - S1 (mg/g),Hydrocarbon - S2 (mg/g),CO2 - S3 (mg/g),S2/S3 Ratio,RTI (percent Vbo),Production Index,Tmax (degrees C),H Index,O2 Index,Normalized Oil Content,Ro Calculated (percent),Ro Measured (percent),Ro Measurements,Ro Confidence,TOC Data Source (non isotherm sample),TOC Instrument Type (non isotherm sample),TOC Sample State (non isotherm sample)
10044145,42493325500000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.005278,-98.130056,Hunt Oil,Warnken #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,"Cretaceous, Late","Cretaceous, Late",389,,367,feet,389,,367,118.57,,111.86,46859752,,,,8162.5,8165,,feet,8162.5,,2487.93,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.43,0.36,8.47,0.28,30.25,0.1,0.041,448,247,8,10,0.9,,,,Core Laboratories,,Extracted
10044145,42493325500000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.005278,-98.130056,Hunt Oil,Warnken #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,"Cretaceous, Late","Cretaceous, Late",389,,367,feet,389,,367,118.57,,111.86,46859750,1005229600,,,8150.5,8153,,feet,8150.5,,2484.27,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.43,0.31,8.3,0.25,33.2,0.086,0.036,448,242,7,9,0.9,0.79,8,,Core Laboratories,,Extracted
10044145,42493325500000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.005278,-98.130056,Hunt Oil,Warnken #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,"Cretaceous, Late","Cretaceous, Late",389,,367,feet,389,,367,118.57,,111.86,46859759,,,,8203.5,8206,,feet,8203.5,,2500.43,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.42,0.44,7.81,0.33,23.66666667,0.12,0.053,445,228,10,13,0.85,,,,Core Laboratories,,Extracted
10044145,42493325500000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.005278,-98.130056,Hunt Oil,Warnken #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,"Cretaceous, Late","Cretaceous, Late",389,,367,feet,389,,367,118.57,,111.86,46859758,,,,8198.5,8201,,feet,8198.5,,2498.9,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,,5.36,0.59,12.24,0.37,33.08108108,0.162,0.046,446,228,7,11,0.87,,,,Core Laboratories,,Extracted
10044145,42493325500000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.005278,-98.130056,Hunt Oil,Warnken #1H,,,Eagleville,Gulf Coast,USA,Texas,Wilson,"Cretaceous, Late","Cretaceous, Late",389,,367,feet,389,,367,118.57,,111.86,46859751,,,,8156,8158.5,,feet,8156,,2485.95,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,,4.77,0.37,11.79,0.32,36.84375,0.107,0.03,448,247,7,8,0.9,,,,Core Laboratories,,Extracted
10090823,42493325590000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.195941,-97.839998,Ef Energy,Pajarito #1,,,,Gulf Coast,USA,Texas,Wilson,,,390,,376,feet,390,,376,118.87,,114.6,46883002,,,,6693,6680.5,,feet,6693,,2040.03,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.76,1.51,11.61,0.17,68.29411765,0.446,0.115,448,309,5,40,0.9,,,,Core Laboratories,,Whole Rock
10090823,42493325590000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.195941,-97.839998,Ef Energy,Pajarito #1,,,,Gulf Coast,USA,Texas,Wilson,,,390,,376,feet,390,,376,118.87,,114.6,46883000,,,,6687,6674.5,,feet,6687,,2038.2,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,,6.22,1.93,23.37,0.19,123,0.528,0.076,448,376,3,31,0.9,0.83,6,,Core Laboratories,,Whole Rock
10090823,42493325590000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.195941,-97.839998,Ef Energy,Pajarito #1,,,,Gulf Coast,USA,Texas,Wilson,,,390,,376,feet,390,,376,118.87,,114.6,46882999,,,,6683.5,6671,,feet,6683.5,,2037.13,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,4.62,1.64,16.15,0.14,115.3571429,0.456,0.092,451,350,3,35,0.96,,,,Core Laboratories,,Whole Rock
10090823,42493325590000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.195941,-97.839998,Ef Energy,Pajarito #1,,,,Gulf Coast,USA,Texas,Wilson,,,390,,376,feet,390,,376,118.87,,114.6,46882990,,,,6636.5,6624,,feet,6636.5,,2022.81,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,2.89,1.67,10.68,0.14,76.28571429,,0.135,452,370,5,58,0.98,,,,Core Laboratories,,Whole Rock
10090823,42493325590000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.195941,-97.839998,Ef Energy,Pajarito #1,,,,Gulf Coast,USA,Texas,Wilson,,,390,,376,feet,390,,376,118.87,,114.6,46882988,,,,6620.5,6608,,feet,6620.5,,2017.93,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,2.51,0.65,7.8,0.06,130,0.192,0.077,447,311,2,26,0.89,0.82,5,,Core Laboratories,,Whole Rock
10090823,42493325590000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.195941,-97.839998,Ef Energy,Pajarito #1,,,,Gulf Coast,USA,Texas,Wilson,,,390,,376,feet,390,,376,118.87,,114.6,46883001,,,,6689.5,6677,,feet,6689.5,,2038.96,,Eagle Ford,Eagle Ford Shale,,Shelf - Outer,PLG,HORIZONTAL,,,,,,,,,,,,,,,6.18,1.86,24.52,0.16,153.25,0.507,0.071,449,397,3,30,0.92,0.86,8,,Core Laboratories,,Whole Rock
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46802560,,,,8420,,,feet,8420,,2566.42,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",,RWC,,,,,,,,,,,,,,,,2.51,0.03,0.02,0.09,0.222222222,,0.6,,1,4,1,,1.42,12,,Core Laboratories,,Whole Rock
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46802561,,,,8425,,,feet,8425,,2567.94,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",,RWC,,,,,,,,,,,,,,,,0.83,0.03,0,0.14,0,,,,,17,4,,,,,Core Laboratories,,Whole Rock
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46802564,,,,8440,,,feet,8440,,2572.51,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",,RWC,,,,,,,,,,,,,,,,0.34,0.09,0,0.09,0,,,,,26,26,,,,,Core Laboratories,,Whole Rock
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46802567,,,,8455,,,feet,8455,,2577.08,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",,RWC,,,,,,,,,,,,,,,,2.33,0.25,0,0.1,0,,,,,4,11,,,,,Core Laboratories,,Whole Rock
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46802566,,,,8450,,,feet,8450,,2575.56,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",,RWC,,,,,,,,,,,,,,,,0.29,0.12,0,0.09,0,,,,,31,41,,,,,Core Laboratories,,Whole Rock
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807740,,,,8458,8465.5,,feet,8458,,2578,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,2.66,0.06,0,0.25,0,0.017,,,,9,2,,,,,Core Laboratories,,Whole Rock
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807746,,,,8500,8507.5,,feet,8500,,2590.8,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.55,0.06,0,0.29,0,0.017,,,,8,2,,,,,Core Laboratories,,Whole Rock
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807742,1000002855,,,8472,8479.5,,feet,8472,,2582.27,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,3.03,0.01,0,0.31,0,0.003,,,,10,0,,1.48,12,,Core Laboratories,,Whole Rock
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46802563,,,,8435,,,feet,8435,,2570.99,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",,RWC,,,,,,,,,,,,,,,,1.77,0.07,0,0.12,0,,,,,7,4,,1.43,18,,Core Laboratories,,Whole Rock
10016189,42479405770000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.922097,-99.866957,St. Mary,Galvan Ranch #5M,,,Galan,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,583,feet,,,583,,,177.7,46807749,1002471200,,,8523,8529.5,,feet,8523,,2597.81,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",Basin - Restricted,PLG,HORIZONTAL,,,,,,,,,,,,,,,4.79,0.02,0.11,0.23,0.47826087,0.005,0.154,,2,5,0,,1.63,12,,Core Laboratories,,Whole Rock
10029686,42479406030000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.999118,-99.89619,St. Mary,Briscoe AR #1H,,,Briscoe Ranch,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,638,feet,,,638,,,194.46,46812870,,,,8170,,,feet,8170,,2490.22,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",,RWC,,,,,,,,,,,,,,,,5.91,0.97,0.56,0.15,3.733333333,,0.634,507,9,3,16,1.97,,,,Core Laboratories,,Whole Rock
10029686,42479406030000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.999118,-99.89619,St. Mary,Briscoe AR #1H,,,Briscoe Ranch,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,638,feet,,,638,,,194.46,46812830,,,,7970,,,feet,7970,,2429.26,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",,RWC,,,,,,,,,,,,,,,,1.34,0.4,0,0.05,0,,,,,4,30,,,,,Core Laboratories,,Whole Rock
10029686,42479406030000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.999118,-99.89619,St. Mary,Briscoe AR #1H,,,Briscoe Ranch,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,638,feet,,,638,,,194.46,46812838,,,,8010.1,,,feet,8010.1,,2441.48,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Upper",,RWC,,,,,,,,,,,,,,,,2.91,0.93,0.2,0.05,4,,0.823,,7,2,32,,,,,Core Laboratories,,Whole Rock
10029686,42479406030000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.999118,-99.89619,St. Mary,Briscoe AR #1H,,,Briscoe Ranch,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,638,feet,,,638,,,194.46,46812872,,,,8180.1,,,feet,8180.1,,2493.29,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",,RWC,,,,,,,,,,,,,,,,5.23,0.84,0.43,0.21,2.047619048,,0.661,,8,4,16,,1.83,25,,Core Laboratories,,Whole Rock
10029686,42479406030000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.999118,-99.89619,St. Mary,Briscoe AR #1H,,,Briscoe Ranch,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,638,feet,,,638,,,194.46,46812860,,,,8120,,,feet,8120,,2474.98,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",,RWC,,,,,,,,,,,,,,,,3.96,0.81,0.41,0.08,5.125,,0.664,,10,2,20,,,,,Core Laboratories,,Whole Rock
10029686,42479406030000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.999118,-99.89619,St. Mary,Briscoe AR #1H,,,Briscoe Ranch,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,638,feet,,,638,,,194.46,46812866,,,,8149.8,,,feet,8149.8,,2484.06,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",,RWC,,,,,,,,,,,,,,,,5.34,0.89,0.5,0.12,4.166666667,,0.64,504,9,2,17,1.91,1.77,24,,Core Laboratories,,Whole Rock
10029686,42479406030000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.999118,-99.89619,St. Mary,Briscoe AR #1H,,,Briscoe Ranch,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",,,638,feet,,,638,,,194.46,46812858,,,,8110,,,feet,8110,,2471.93,,Eagle Ford,Eagle Ford Shale,"Eagle Ford Shale, Lower",,RWC,,,,,,,,,,,,,,,,0.82,0.38,0,0,,,,,,,46,,,,,Core Laboratories,,Whole Rock
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839787,,,,10691.9,,,feet,10691.9,,3258.89,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,1.06,0.37,0.2,0.19,1.052631579,,0.649,,19,18,35,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839817,,,,10923.5,,,feet,10923.5,,3329.48,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,2.08,0.53,0.41,0.22,1.863636364,,0.564,,20,11,25,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839808,,,,10861,,,feet,10861,,3310.43,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,1.61,0.4,0.24,0.51,0.470588235,,0.625,,15,32,25,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839789,,,,10706.9,,,feet,10706.9,,3263.46,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,1.9,0.43,0.37,0.23,1.608695652,,0.538,,19,12,23,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839803,,,,10826.9,,,feet,10826.9,,3300.04,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,1.75,0.28,0.3,0.24,1.25,,0.483,,17,14,16,,1.45,10,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839821,,,,10957,,,feet,10957,,3339.69,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,2.06,0.15,0.18,0.2,0.9,,0.455,,9,10,7,,1.53,12,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839813,,,,10907,,,feet,10907,,3324.45,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,3.58,0.57,0.69,0.25,2.76,,0.452,,19,7,16,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839811,,,,10884.9,,,feet,10884.9,,3317.72,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,2.37,0.33,0.39,0.21,1.857142857,,0.458,,16,9,14,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839807,,,,10857,,,feet,10857,,3309.21,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,2.02,0.44,0.35,0.3,1.166666667,,0.557,,17,15,22,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839802,,,,10815,,,feet,10815,,3296.41,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,1.53,0.35,0.27,0.2,1.35,,0.565,,18,13,23,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839801,,,,10802,,,feet,10802,,3292.45,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,2.09,0,0,0.23,0,,,,,11,,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839810,,,,10878,,,feet,10878,,3315.61,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,3.49,0.54,0.57,0.32,1.78125,,0.486,540,16,9,15,2.56,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839796,,,,10760,,,feet,10760,,3279.65,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,1.6,0.27,0.21,0.11,1.909090909,,0.563,,13,7,17,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839794,,,,10749,,,feet,10749,,3276.3,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,2.91,0.44,0.51,0.21,2.428571429,,0.463,542,18,7,15,2.6,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839824,,,,10975.1,,,feet,10975.1,,3345.21,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,3.25,0.04,0.29,0.22,1.318181818,,0.121,,9,7,1,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839818,,,,10931,,,feet,10931,,3331.77,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,2.92,0.48,0.49,0.15,3.266666667,,0.495,,17,5,16,,,,,Core Laboratories,,Extracted
10043981,42479407890000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,27.940428,-99.542811,Lewis Petroleum Group,Long J.S. #1H,,,,Maverick,USA,Texas,Webb,"Cretaceous, Late","Cretaceous, Late",790,,768,feet,790,,768,240.79,,234.09,46839795,,,,10754.6,,,feet,10754.6,,3278,,Eagle Ford,Eagle Ford Shale,,,RWC,,,,,,,,,,,,,,,,1.62,0.39,0.27,0.11,2.454545455,,0.591,,17,7,24,,1.45,4,,Core Laboratories,,Extracted
10090823,42493325590000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.195941,-97.839998,Ef Energy,Pajarito #1,,,,Gulf Coast,USA,Texas,Wilson,,,390,,376,feet,390,,376,118.87,,114.6,46882997,,,,6673,6660.5,,feet,6673,,2033.93,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,5.68,1.55,20.89,0.17,122.8823529,0.425,0.069,451,368,3,27,0.96,0.86,4,,Core Laboratories,,Whole Rock
10090823,42493325590000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.195941,-97.839998,Ef Energy,Pajarito #1,,,,Gulf Coast,USA,Texas,Wilson,,,390,,376,feet,390,,376,118.87,,114.6,46882995,,,,6668,6655.5,,feet,6668,,2032.41,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,6.14,2.36,23.97,0.15,159.8,0.667,0.09,448,390,2,38,0.9,0.73,8,,Core Laboratories,,Whole Rock
10090823,42493325590000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.195941,-97.839998,Ef Energy,Pajarito #1,,,,Gulf Coast,USA,Texas,Wilson,,,390,,376,feet,390,,376,118.87,,114.6,46882992,,,,6654,6641.5,,feet,6654,,2028.14,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,4.6,4.96,18.56,0.1,185.6,1.366,0.211,445,403,2,108,0.85,,,,Core Laboratories,,Whole Rock
10090823,42493325590000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.195941,-97.839998,Ef Energy,Pajarito #1,,,,Gulf Coast,USA,Texas,Wilson,,,390,,376,feet,390,,376,118.87,,114.6,46882998,,,,6675,6662.5,,feet,6675,,2034.54,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,5.19,1.97,16.83,0.14,120.2142857,0.567,0.105,448,324,3,38,0.9,0.79,3,,Core Laboratories,,Whole Rock
10090823,42493325590000,Eagle Ford Shale (Reservoir Characterization/Production Properties),UGV,,29.195941,-97.839998,Ef Energy,Pajarito #1,,,,Gulf Coast,USA,Texas,Wilson,,,390,,376,feet,390,,376,118.87,,114.6,46882996,,,,6670,6657.5,,feet,6670,,2033.02,,Eagle Ford,Eagle Ford Shale,,Shelf - Inner,PLG,HORIZONTAL,,,,,,,,,,,,,,,0.73,0.37,1.49,0.1,14.9,0.106,0.199,441,204,14,51,0.78,,,,Core Laboratories,,Whole Rock
