Entity,Source,Entity Type,Primary Product,Lease Name,Well Number,API,Regulatory API,1st Mo - Oil,1st Mo - Gas,1st Mo - Water,Max IP - Oil,Max IP - Gas,Max IP - Water,Max IP - Date - Oil,Max IP - Date - Gas,Max IP - Date - Water,2nd Mo - Oil,2nd Mo - Gas,2nd Mo - Water,2nd/3rd Mo - Oil,2nd/3rd Mo - Gas,2nd/3rd Mo - Water,2nd/3rd Mo - Num of Mos,2nd-4th Mo - Oil,2nd-4th Mo - Gas,2nd-4th Mo - Water,2nd-4th Mo - Num of Mos,Norm 6 mos - Oil,Norm 6 mos - Gas,Norm 6 mos - Water,Norm 6 mos - Num of Mos,Norm 1 yr - Oil,Norm 1 yr - Gas,Norm 1 yr - Water,Norm 1 yr - Num of Mos,Norm 2 yr - Oil,Norm 2 yr - Gas,Norm 2 yr - Water,Norm 2 yr - Num of Mos,Cum Oil,Cum Gas,Last 12 Month Oil,Last 12 Month Gas
1420100164871H,PI,ALLOCATED,O,FLAT CREEK UNIT I DIM,1H,42127346470000,,11080,13482,6024,892,,485,2012-11-27,,2012-11-27,5556,6240,3021,19289,21283,10488,2,33529,36901,18231,3,76027,106376,41338,5,76027,106376,41338,5,76027,106376,41338,5,87107,119858,87107,119858
1420100164891H,PI,ALLOCATED,O,PITMAN UNIT B DIM,1H,42127347430000,,841,971,,387,,329,2012-11-13,,2012-11-13,8128,9691,6910,16689,27794,14188,2,23251,45675,19766,3,35236,87669,29954,6,35236,87669,29954,6,35236,87669,29954,6,36077,88640,36077,88640
1420100164904H,PI,ALLOCATED,O,TAUBER UNIT E DIM,4H,42127348420000,,5865,3025,5392,508,,467,2012-12-20,,2012-12-20,8134,3527,7478,13816,6367,12701,2,18021,8544,16567,3,25287,24553,23247,4,25287,24553,23247,4,25287,24553,23247,4,31152,27578,31152,27578
1420100164931H,PI,ALLOCATED,O,DULLNIG UNIT A DIM,1H,42127349000000,,838,1163,,655,,502,2012-12-07,,2012-12-07,14807,23299,11348,26958,51102,20661,2,35568,73655,27260,3,50470,115980,38681,5,50470,115980,38681,5,50470,115980,38681,5,51308,117143,51308,117143
1420100164945H,PI,ALLOCATED,O,WALK A JAM UNIT D DIM,5H,42127350060000,,3517,3077,,795,,325,2013-01-01,,2013-01-01,2429,1863,993,2786,2151,1139,2,8913,6719,3644,3,19839,21902,8111,4,19839,21902,8111,4,19839,21902,8111,4,23356,24979,23356,24979
1420100165041H,PI,ALLOCATED,O,NHL UNIT C DIM,1H,42127349520000,,6938,10922,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,6938,10922,6938,10922
1420100165081H,PI,ALLOCATED,O,HENRICHSON UNIT F DIM,1H,42127346250000,,2772,1404,,,,,,,,15261,6171,,27847,11979,,2,27847,11979,,2,27847,11979,,2,27847,11979,,2,27847,11979,,2,30619,13383,30619,13383
1420100165103H,PI,ALLOCATED,O,HENRICHSON UNIT H DIM,3H,42127348780000,,9901,3680,,,,,,,,10053,4351,,10053,4351,,1,10053,4351,,1,10053,4351,,1,10053,4351,,1,10053,4351,,1,19954,8031,19954,8031
1420100165111H,PI,ALLOCATED,O,HARPER UNIT C DIM,1H,42127347590000,,4434,2134,,,,,,,,7589,3878,,7589,3878,,1,7589,3878,,1,7589,3878,,1,7589,3878,,1,7589,3878,,1,12023,6012,12023,6012
1420100165153H,PI,ALLOCATED,O,WALK A JAM UNIT B DIM,3H,42127349070000,,4454,4077,,761,,472,2013-01-05,,2013-01-05,6768,6300,4198,14501,15215,8994,2,26680,38955,16548,3,37016,71843,22959,4,37016,71843,22959,4,37016,71843,22959,4,41470,75920,41470,75920
1420100165161H,PI,ALLOCATED,O,WALK A JAM UNIT C DIM,1H,42127349010000,,552,500,,,,,,,,5852,4579,,14656,15542,,2,14656,15542,,2,14656,15542,,2,14656,15542,,2,14656,15542,,2,15208,16042,15208,16042
1420100165174H,PI,ALLOCATED,O,WALK A JAM UNIT E DIM,4H,42127350100000,,1914,1587,,,,,,,,12344,14435,,21042,35731,,2,21042,35731,,2,21042,35731,,2,21042,35731,,2,21042,35731,,2,22956,37318,22956,37318
1420100165182H,PI,ALLOCATED,O,MCFADIN UNIT B DIM,2H,42127348870000,,11780,4201,,,,,,,,12134,4744,,12134,4744,,1,12134,4744,,1,12134,4744,,1,12134,4744,,1,12134,4744,,1,23914,8945,23914,8945
142010016524B  1H,PI,ALLOCATED,O,SNOWMASS DIM,B  1H,42127349680000,,3818,1598,1051,552,,152,2012-12-28,,2012-12-28,12247,6536,3372,20426,11949,5624,2,27197,15983,7488,3,36241,23922,9978,4,36241,23922,9978,4,36241,23922,9978,4,40059,25520,40059,25520
1420100165252H,PI,ALLOCATED,O,RASMUSSEN UNIT DIM,2H,42127348270000,,12053,4675,,,,,,,,9482,4069,,9482,4069,,1,9482,4069,,1,9482,4069,,1,9482,4069,,1,9482,4069,,1,21535,8744,21535,8744
1420100165261H,PI,ALLOCATED,O,NHL UNIT B DIM,1H,42127350070000,,6465,11007,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,6465,11007,6465,11007
1420100165391H,PI,ALLOCATED,O,BRADBERRY UNIT B DIM,1H,42127348950000,,175,210,,526,,521,2013-01-13,,2013-01-13,11704,14970,11593,20047,34915,19857,2,26571,52504,26319,3,32990,76742,32677,4,32990,76742,32677,4,32990,76742,32677,4,33165,76952,33165,76952
1420100165466H,PI,ALLOCATED,O,SULTENFUSS UNIT DIM,6H,42127348140000,,17985,7610,,,,,,,,11530,5103,,11530,5103,,1,11530,5103,,1,11530,5103,,1,11530,5103,,1,11530,5103,,1,29515,12713,29515,12713
1420100165613H,PI,ALLOCATED,O,FLAT CREEK UNIT G DIM,3H,42127347020000,,4306,6753,,658,,190,2013-01-15,,2013-01-15,12522,19869,3616,21197,33554,6121,2,37262,65299,10760,3,49687,95440,14348,4,49687,95440,14348,4,49687,95440,14348,4,53993,102193,53993,102193
142010016565A  2H,PI,ALLOCATED,O,FLAT CREEK DIM,A  2H,42127348010000,,2354,3471,,,,,,,,18729,25592,,33403,52518,,2,33403,52518,,2,33403,52518,,2,33403,52518,,2,33403,52518,,2,35757,55989,35757,55989
1420100165821H,PI,ALLOCATED,O,MARTIN UNIT B DIM,1H,42127348680000,,1186,1316,,339,,431,2013-01-05,,2013-01-05,8557,17403,10879,13060,34627,16604,2,13112,34627,16670,3,13188,34627,16767,4,13188,34627,16767,4,13188,34627,16767,4,14374,35943,14374,35943
1420100165881H,PI,ALLOCATED,O,TAUBER UNIT D DIM,1H,42127351080000,,,3,,,,,,,,241,219,,241,219,,1,241,219,,1,241,219,,1,241,219,,1,241,219,,1,241,222,241,222
1420100166031H,PI,ALLOCATED,O,BRADBERRY UNIT A DIM,1H,42127347850000,,365,373,,485,,712,2013-01-11,,2013-01-11,12315,19681,18079,19642,40192,28835,2,25079,52410,36817,3,30287,67729,44463,4,30287,67729,44463,4,30287,67729,44463,4,30652,68102,30652,68102
1420100166163H,PI,ALLOCATED,O,HEARNE UNIT A DIM,3H,42127348610000,,4894,4664,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,4894,4664,4894,4664
142010016620B  1H,PI,ALLOCATED,O,BERDOLL DIM,B  1H,42127349550000,,4254,6018,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,4254,6018,4254,6018
1420100166263H,PI,ALLOCATED,O,POCO MAS RANCH UNIT E DIM,3H,42127346430000,,10719,4505,2537,638,,151,2013-01-11,,2013-01-11,7369,3634,1744,15186,9111,3594,2,21674,15063,5130,3,21674,15063,5130,3,21674,15063,5130,3,21674,15063,5130,3,32393,19568,32393,19568
1420100166291,PI,ALLOCATED,O,LASSETER & EPPRIGHT,1,42127342950000,,1975,16699,,502,,1900,2013-02-16,,2013-02-16,21312,50556,,32608,85589,,2,44755,123477,,3,71288,222370,64011,6,77964,253351,89299,7,77964,253351,89299,7,79939,270050,79939,270050
1420100166331H,PI,ALLOCATED,O,HENRICHSON UNIT G DIM,1H,42127345980000,,2463,1069,,,,,,,,12485,4744,,24954,10657,,2,24954,10657,,2,24954,10657,,2,24954,10657,,2,24954,10657,,2,27417,11726,27417,11726
142010016638N  3H,PI,ALLOCATED,O,CROSSHAIR UNIT I DIM,N  3H,42127345480000,,6340,2881,2008,543,,172,2013-01-28,,2013-01-28,12129,6697,3842,23944,21016,7584,2,31771,28495,10063,3,31771,28495,10063,3,31771,28495,10063,3,31771,28495,10063,3,38111,31376,38111,31376
1420100166421H,PI,ALLOCATED,O,VOTAW UNIT A DIM,1H,42127347720000,,2280,1645,,417,,530,2013-02-01,,2013-02-01,9053,8639,11506,16277,20249,20688,2,23094,34896,29352,3,23094,34896,29352,3,23094,34896,29352,3,23094,34896,29352,3,25374,36541,25374,36541
1420100166431H,PI,ALLOCATED,O,MCFADIN UNIT II DIM,1H,42127349740000,,6808,3810,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,6808,3810,6808,3810
1420100166492H,PI,ALLOCATED,O,BOB ROTH UNIT A DIM,2H,42127348600000,,5974,2612,639,486,,52,2013-02-15,,2013-02-15,9971,4398,1067,21647,10760,2316,2,21647,10760,2316,2,21647,10760,2316,2,21647,10760,2316,2,21647,10760,2316,2,27621,13372,27621,13372
1420100166505H,PI,ALLOCATED,O,MCFADIN UNIT I DIM,5H,42127350710000,,7426,3895,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,7426,3895,7426,3895
1420100166552H,PI,ALLOCATED,O,BLAKEWAY UNIT H DIM,2H,42127347300000,,5391,6006,,580,,208,2013-02-01,,2013-02-01,11907,13727,4270,29037,35105,10413,2,48381,69245,17350,3,48381,69245,17350,3,48381,69245,17350,3,48381,69245,17350,3,53772,75251,53772,75251
1420100166563H,PI,ALLOCATED,O,WALK A JAM UNIT F DIM,3H,42127350400000,,4958,3830,4097,593,,490,2013-02-23,,2013-02-23,7576,5686,6260,15706,19652,12978,2,15706,19652,12978,2,15706,19652,12978,2,15706,19652,12978,2,15706,19652,12978,2,20664,23482,20664,23482
1420100166604H,PI,ALLOCATED,O,RUIZ UNIT A DIM,4H,42127348570000,,956,340,,,,,,,,10653,5189,,26053,14292,,2,39661,24015,,3,39661,24015,,3,39661,24015,,3,39661,24015,,3,40617,24355,40617,24355
142010016662A  1H,PI,ALLOCATED,O,TOWERS DIM,A  1H,42127347460000,,,29,,,,,,,,11500,16288,,21640,37842,,2,28780,56342,,3,28780,56342,,3,28780,56342,,3,28780,56342,,3,28780,56371,28780,56371
1420100166632H,PI,ALLOCATED,O,RUIZ UNIT B DIM,2H,42127348350000,,13660,7364,,,,,,,,16909,12368,,31285,24829,,2,31285,24829,,2,31285,24829,,2,31285,24829,,2,31285,24829,,2,44945,32193,44945,32193
1420100166751H,PI,ALLOCATED,O,MARTIN UNIT C DIM,1H,42127348670000,,1175,1049,,,,,,,,9340,22732,,13337,38201,,2,16125,48338,,3,19183,63992,,4,19183,63992,,4,19183,63992,,4,20358,65041,20358,65041
1420100166771H,PI,ALLOCATED,O,MARTIN UNIT A DIM,1H,42127348380000,,193,552,,,,,,,,9356,16020,,16040,33912,,2,20294,45088,,3,24529,59242,,4,24529,59242,,4,24529,59242,,4,24722,59794,24722,59794
1420100166854H,PI,ALLOCATED,O,DULLNIG UNIT F DIM,4H,42127348290000,,294,235,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,294,235,294,235
1420100167114H,PI,ALLOCATED,O,LIMMER UNIT A DIM,4H,42127348590000,,9210,14038,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,9210,14038,9210,14038
1420100167172H,PI,ALLOCATED,O,SANTOSCOY UNIT A DIM,2H,42127351560000,,6416,6352,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,6416,6352,6416,6352
142010016721A  2H,PI,ALLOCATED,O,TEJAS DIM,A  2H,42127348790000,,8128,8624,,,,,,,,11904,12517,,28728,31575,,2,47374,61817,,3,47374,61817,,3,47374,61817,,3,47374,61817,,3,55502,70441,55502,70441
1420100167221H,PI,ALLOCATED,O,ARTHUR UNIT A DIM,1H,42127346600000,,6061,5629,,,,,,,,12377,11072,,12377,11072,,1,12377,11072,,1,12377,11072,,1,12377,11072,,1,12377,11072,,1,18438,16701,18438,16701
1420100156921H,PI,ALLOCATED,O,NAYLOR JONES UNIT 105,1H,42283327850000,,14631,25971,15268,1171,,1222,2012-01-17,,2012-01-17,11819,27086,12248,18153,41643,18926,2,31367,74696,32370,3,54425,135617,55182,6,82033,226072,76132,12,89524,255359,76879,15,104155,281330,58157,180663
1420100156922H,PI,ALLOCATED,O,NAYLOR JONES UNIT 105,2H,42283327910000,,17705,26946,10696,1417,,856,2012-01-15,,2012-01-15,13247,24471,7878,19679,35827,11714,2,31427,57558,18312,3,43963,81230,24079,6,56537,102967,26352,12,63655,114922,27252,15,81360,141868,32228,57364
1420100156923H,PI,ALLOCATED,O,NAYLOR JONES UNIT 105,3H,42283327920000,,164,,,829,,1322,2012-04-02,,2012-04-02,12128,16761,19341,19622,33295,30912,2,25138,48746,39016,3,34065,79831,48538,6,45742,107197,55227,12,47812,111006,56665,13,47976,111006,35684,94245
1420100156924H,PI,ALLOCATED,O,NAYLOR JONES UNIT 105,4H,42283327930000,,330,,,801,,1384,2012-04-02,,2012-04-02,11718,19953,20247,19615,33720,33648,2,26161,44669,44507,3,43049,71161,70638,6,64704,111197,84822,12,67506,116770,84822,13,67836,116770,55788,96817
1420100156925H,PI,ALLOCATED,O,NAYLOR JONES UNIT 105,5H,42283327940000,,6370,10780,8211,998,,1254,2012-03-12,,2012-03-12,13336,23513,16518,22325,40083,27468,2,29778,53510,36360,3,49031,87039,57893,6,73922,140497,71010,12,77162,148063,71327,13,83532,158843,63826,124550
142010015703B  1H,PI,ALLOCATED,O,LIZANA UNIT,B  1H,42283323750000,,1846,1763,419,,,,,,,6621,8602,1503,11297,15777,2565,2,13332,18870,3027,3,22322,30890,5068,6,34563,51024,7848,12,37858,55958,8596,17,39704,57721,18200,28805
1420100157171H,PI,ALLOCATED,O,OFFIELD MARTINDALE UNIT,1H,42283329100000,,6855,3677,18928,829,,2289,2012-01-22,,2012-01-22,7407,2507,19773,15773,8482,40941,2,21348,14379,53741,3,32819,29844,63212,6,45771,42636,65977,12,50500,47363,67238,15,57355,51040,29152,32984
142010015728A  1H,PI,ALLOCATED,O,RANCHO DE LA TIERRA ROJA,A  1H,42283326490000,,5285,2378,,742,,307,2012-07-08,,2012-07-08,9062,6472,3749,14601,10363,5784,2,16954,11870,6541,3,17210,11980,6598,6,28522,16894,7115,10,28522,16894,7115,10,33807,19272,33807,19272
142010015728A  3H,PI,ALLOCATED,O,RANCHO DE LA TIERRA ROJA,A  3H,42283326500000,,4389,1975,,,,,,,,10871,6285,3848,17203,10064,5975,2,19757,11523,6781,3,20005,11629,6848,6,28199,15692,7829,10,28199,15692,7829,10,32588,17667,32588,17667
1420100157291H,PI,ALLOCATED,O,IRVIN FAMILY UNIT A,1H,42283323190000,,425,,,438,,88,2011-10-19,,2011-10-19,261,,,262,,,2,4383,,828,3,13647,8229,2689,6,21679,20365,4302,12,28115,20365,5594,20,28540,20365,11404,6085
1420100157322H,PI,ALLOCATED,O,BRIGGS RANCH,2H,42283324280000,,1628,,,186,,139,2012-02-02,,2012-02-02,18,,,18,,,2,2163,3709,,3,15328,39400,,6,36413,75570,7247,12,52237,124736,8138,23,53865,124736,18108,53639
1420100157411H,PI,ALLOCATED,O,NAYLOR JONES UNIT 86,1H,42283323400000,,4558,681,,,,,,,,3817,482,,8216,574,,2,12566,734,,3,21963,15961,,6,38390,79320,0,12,88251,130653,4108,24,92809,131334,49861,51333
1420100157413H,PI,ALLOCATED,O,NAYLOR JONES UNIT 86,3H,42283331530000,,9725,10727,30213,1186,,2710,2012-08-18,,2012-08-18,8773,17734,27839,14296,32232,45674,2,18182,43261,58571,3,31611,65316,68182,6,38567,76889,69225,8,38567,76889,69225,8,48292,87616,48292,87616
1420100157414H,PI,ALLOCATED,O,NAYLOR JONES UNIT 86,4H,42283331560000,,10217,15012,27527,1246,,2469,2012-08-19,,2012-08-19,9193,26154,25391,14958,48290,41677,2,18988,65498,53483,3,32291,99400,62683,6,39029,116943,63944,8,39029,116943,63944,8,49246,131955,49246,131955
1420100157415H,PI,ALLOCATED,O,NAYLOR JONES UNIT 86,5H,42283331680000,,9357,14578,19143,1141,,1717,2012-08-17,,2012-08-17,8455,24559,17701,13791,44942,29112,2,17563,60664,37464,3,30982,93416,45146,6,38025,110853,46929,8,38025,110853,46929,8,47382,125431,47382,125431
142010015741MULTIWELL01,PI,ALLOCATED,O,NAYLOR JONES UNIT 86,MULTI,42283331530000,,18736,,,,,,,,,10992,0,,18296,2026,,2,24198,15274,,3,24198,15274,,3,24198,15274,,3,24198,15274,,3,42934,15274,42934,15274
142010015745B  3H,PI,ALLOCATED,O,YARBROUGH LAS,B  3H,42283327140000,,1532,990,515,,,,,,,3143,3118,1000,3447,3548,1091,2,5745,5455,1738,3,11357,13999,3095,6,17754,26889,3945,12,18821,30350,4040,13,20353,31340,15678,27232
142010015745C  2H,PI,ALLOCATED,O,YARBROUGH LAS,C  2H,42283327150000,,3011,572,1386,,,,,,,6060,2500,2677,6636,2913,2921,2,10885,4948,4632,3,20804,15052,8177,6,30431,30919,10011,12,31861,35111,10115,13,34872,35683,25801,32611
1420100157471H,PI,ALLOCATED,O,WINSLOW UNIT A LAS,1H,42283327440000,,,2182,,,,,,,,,4813,,,4813,,1,,4813,,1,,4813,,1,,4813,,1,,4813,,1,0,6995,,6995
142010015753104H,PI,ALLOCATED,O,HAUG-KRUEGER UNIT NO 33,104H,42283324460000,,13,,,408,,380,2011-11-17,,2011-11-17,6631,,6180,13036,,12150,2,20237,5765,18862,3,31976,75088,29803,6,44743,89027,41702,12,54019,121177,50348,17,54032,121177,25692,73287
1420100157543H,PI,ALLOCATED,O,SCHORP,3H,42283328470000,,360,189,,288,,639,2012-03-10,,2012-03-10,8818,4570,19565,13975,8023,31007,2,18769,10226,41644,3,35731,25388,79278,6,66199,74194,146879,12,73875,91333,163910,14,74235,91522,59900,83310
14201001575610H,PI,ALLOCATED,O,BROWN TRUST,10H,42283328790000,,16665,15208,18791,,,,,,,14902,19308,16803,28272,39316,31879,2,39792,57402,44869,3,68949,110351,77746,6,100114,180872,112887,11,100114,180872,112887,11,116779,196080,116779,196080
14201001575611H,PI,ALLOCATED,O,BROWN TRUST,11H,42283328990000,,13168,14971,12002,,,,,,,11775,19006,10733,22340,38701,20362,2,31443,56505,28659,3,54482,108628,49659,6,79107,178048,72104,11,79107,178048,72104,11,92275,193019,92275,193019
14201001575612H,PI,ALLOCATED,O,BROWN TRUST,12H,42283328970000,,17420,10397,25330,,,,,,,15578,13201,22651,29554,26880,42973,2,41597,39245,60484,3,72077,75445,104803,6,104658,123659,152175,11,104658,123659,152175,11,122078,134056,122078,134056
142010015756MULTIWELL01,PI,ALLOCATED,O,BROWN TRUST,MULTI,42283328790000,,4437,2224,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,4437,2224,4437,2224
142010015757A  1H,PI,ALLOCATED,O,GEARY WATTS LAS,A  1H,42283326140000,,612,,,375,,305,2012-08-03,,2012-08-03,1069,1721,869,2088,3201,1648,2,3521,7650,2665,3,4372,9326,3136,6,7135,16809,4059,9,7135,16809,4059,9,7747,16809,7747,16809
142010015757B  1H,PI,ALLOCATED,O,GEARY WATTS LAS,B  1H,42283326290000,,7628,7545,4867,442,,282,2012-02-05,,2012-02-05,5587,7431,3385,10330,15976,6097,2,14113,24117,8134,3,20577,35839,11480,6,25104,40398,12694,12,27712,42978,12991,14,35340,50523,17382,27002
1420100157581H,PI,ALLOCATED,O,PLOCEK UNIT A LAS,1H,42283326860000,,1178,2038,1461,,,,,,,9956,19432,12345,18985,45177,23541,2,24773,65373,30718,3,35357,102956,43842,6,45511,137687,56433,12,45511,137687,56433,12,46689,139725,45511,137687
1420100157591H,PI,ALLOCATED,O,HUNTER,1H,42283325990100,,1607,2990,2160,340,,457,2011-08-23,,2011-08-23,1632,2440,2194,2855,4028,3838,2,4116,5433,5533,3,7241,12945,9733,6,13372,22715,17973,12,13372,22715,17973,12,14979,25705,13372,22715
1420100157623H,PI,ALLOCATED,O,COOK UNIT B LAS,3H,42283327810000,,3595,323,,,,,,,,17387,189,4731,28966,6542,7882,2,32734,8053,8907,3,68917,29561,18753,6,121703,70818,33117,12,121703,70818,33117,12,125298,71141,121703,70818
1420100157652H,PI,ALLOCATED,O,ZCW,2H,42283326420000,,22,,,412,,38,2012-03-04,,2012-03-04,10,0,0,1196,0,0,2,1202,0,1,3,7208,4170,555,6,20177,16525,1752,12,23373,22578,2046,15,23395,22578,22171,22578
1420100157681H,PI,ALLOCATED,O,SJW,1H,42283326540000,,1098,1336,2970,,,,,,,519,491,1402,1391,1238,3761,2,1391,1238,3761,2,1391,1238,3761,2,1391,1238,3761,2,1391,1238,3761,2,2489,2574,2489,2574
1420100157682H,PI,ALLOCATED,O,SJW,2H,42283326680000,,91,,179,766,,1505,2011-11-13,,2011-11-13,3327,,6537,4176,0,8205,2,4186,0,8225,3,25645,23415,50386,6,53222,53764,107226,12,69279,72478,139710,16,69370,72478,60387,69524
142010015768MULTIWELL01,PI,ALLOCATED,O,SJW,MULTI,42283326540000,,15,,,,,,,,,1,,,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,16,0,16,
142010015779102H,PI,ALLOCATED,O,HAUG-KIESCHNICK UNIT 33,102H,42283323520000,,2556,,,506,,279,2011-11-17,,2011-11-17,11447,,6310,17681,763,9747,2,23835,15751,13140,3,35436,89051,19535,6,51577,104698,28433,12,61578,142432,33947,17,64134,142432,29707,77389
1420100157811H,PI,ALLOCATED,O,EUSTACE TOWNSEND UNIT,1H,42283330080000,,10345,5395,35790,694,,2401,2012-03-22,,2012-03-22,16763,14070,53368,28762,27002,86545,2,37027,35572,103526,3,54898,63969,113451,6,76907,90763,121763,12,80033,92562,122805,13,90378,97957,63270,78492
1420100157853H,PI,ALLOCATED,O,WEIMER UNIT A LAS,3H,42283327520000,,2439,1092,,,,,,,,16174,7497,1956,30282,18003,3662,2,34641,20796,4189,3,55426,35750,6703,6,74372,53984,8993,10,74372,53984,8993,10,76811,55076,76811,55076
142010015788A  1H,PI,ALLOCATED,O,RATHJEN B UNIT,A  1H,42283328420000,,2438,1619,,488,,396,2012-02-05,,2012-02-05,14017,15373,11374,27693,42954,22472,2,38075,76545,30897,3,59285,166026,48108,6,83612,273450,67848,12,92309,294701,74906,15,94747,296320,54234,218156
1420100157974H,PI,ALLOCATED,O,COOK UNIT A LAS,4H,42283327820000,,1371,,,,,,,,,17877,7562,3333,30551,14918,5696,2,30551,14918,5696,3,61246,33524,11419,6,103984,69795,19388,12,107521,72978,20048,13,108892,72978,89644,65416
142010015801A  1H,PI,ALLOCATED,O,RATHJEN A UNIT,A  1H,42283328460000,,12433,10284,8509,488,,334,2012-02-05,,2012-02-05,13396,16325,9007,25183,40160,16770,2,34893,67131,23009,3,54143,132760,34660,6,81240,214078,46085,12,86047,220269,46690,14,98480,230553,60864,180109
142010015801B  2H,PI,ALLOCATED,O,RATHJEN A UNIT,B  2H,42283332450000,,9793,10839,6643,513,,348,2012-08-15,,2012-08-15,9724,19106,6291,19497,42113,12243,2,27986,66229,16959,3,44818,131804,23391,6,52227,144906,24822,8,52227,144906,24822,8,62020,155745,62020,155745
142010015801MULTIWELL01,PI,ALLOCATED,O,RATHJEN A UNIT,MULTI,42283328460000,,1036,387,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,1036,387,1036,387
1420100158141H,PI,ALLOCATED,O,GONZALES,1H,42283322590000,,994,408,886,220,,196,2011-02-01,,2011-02-01,874,740,779,1846,1556,1645,2,2652,2193,2363,3,4667,5394,4159,6,7357,15941,6555,12,9116,20384,8122,16,10110,20792,5772,16875
1420100158275H,PI,ALLOCATED,O,CARDEN EF,5H,42283328340000,,1284,61611,6013,82,,384,2012-01-20,,2012-01-20,2968,101163,13899,4701,169961,22015,2,5590,204077,26178,3,9009,305518,42189,6,11237,490919,52623,12,11903,560325,55743,15,13187,621936,6313,356248
1420100158321H,PI,ALLOCATED,O,CORTEZ B,1H,42283329070000,,9434,1723,10046,,,,,,,13432,2821,12648,24933,6003,21288,2,33068,8626,24625,3,51948,22735,33586,6,83331,67241,54913,12,83331,67241,54913,12,92765,68964,83331,67241
1420100158322H,PI,ALLOCATED,O,CORTEZ B,2H,42283329180000,,8035,3157,9935,499,,617,2012-04-09,,2012-04-09,12086,4204,12649,23302,8493,21474,2,32333,12013,25207,3,51911,21300,32302,6,77228,34715,36254,12,77228,34715,36254,12,85263,37872,77228,34715
1420100158341H,PI,ALLOCATED,O,CORTEZ A,1H,42283328150000,,8556,2907,7181,,,,,,,10739,5842,8679,18876,11283,14856,2,25839,16657,19525,3,41378,27347,28123,6,66753,50709,32863,12,66753,50709,32863,12,75309,53616,66753,50709
1420100158342H,PI,ALLOCATED,O,CORTEZ A,2H,42283328160000,,6495,1610,8901,378,,518,2012-04-17,,2012-04-17,8150,3818,10052,14323,7668,16333,2,19602,11651,19673,3,31782,19991,26040,6,53742,41047,30821,12,53742,41047,30821,12,60237,42657,53742,41047
142010015839A  2H,PI,ALLOCATED,O,HINKEL,A  2H,42283328290000,,703,1482,666,244,,231,2012-01-04,,2012-01-04,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,19390,45445,18936,12,23129,51865,22476,14,23832,53347,23129,51865
142010015839C  2H,PI,ALLOCATED,O,HINKEL,C  2H,42283328800000,,886,1640,1263,307,,438,2012-02-07,,2012-02-07,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,24406,50257,35912,12,29112,57359,42624,14,29998,58999,29112,57359
142010015839D  1H,PI,ALLOCATED,O,HINKEL,D  1H,42283330770000,,1384,,,262,,263,2012-11-01,,2012-11-01,2934,6977,2945,8674,20254,8707,2,13038,32007,13087,3,20229,45770,20305,6,20229,45770,20305,6,20229,45770,20305,6,21613,45770,21613,45770
142010015839D  2H,PI,ALLOCATED,O,HINKEL,D  2H,42283330850000,,2599,10823,4088,232,,365,2012-11-01,,2012-11-01,5083,20595,7996,8948,38828,14076,2,11760,49096,18499,3,15317,60181,24094,5,15317,60181,24094,5,15317,60181,24094,5,17916,71004,17916,71004
1420100158401H,PI,ALLOCATED,O,HARRIS,1H,42283326320000,,2999,2785,3529,458,,539,2011-09-20,,2011-09-20,4825,5300,5659,4825,5888,5659,2,14273,21060,16645,3,27209,53210,31567,6,40861,96195,46468,12,50052,122881,54146,18,53051,125666,22843,69671
1420100158414H,PI,ALLOCATED,O,IRVIN,4H,42283328270000,,147,,298,656,,1332,2012-01-23,,2012-01-23,1031,,2094,1086,,2206,2,1995,,4053,3,15215,28375,30897,6,36289,78752,73689,12,43180,96046,87681,14,43327,96046,42094,96046
1420100158415H,PI,ALLOCATED,O,IRVIN,5H,42283328480000,,1730,,3378,1100,,2148,2012-02-10,,2012-02-10,93,,182,1619,,3161,2,2625,,5126,3,34790,16301,67934,6,64212,29217,125386,12,70686,32727,138029,13,72416,32727,70593,32727
1420100158416H,PI,ALLOCATED,O,IRVIN,6H,42283328590000,,28,,60,330,,710,2012-03-26,,2012-03-26,457,,984,759,,1633,2,2924,803,6291,3,10506,6758,22601,6,21177,13569,45562,12,21177,13569,45562,12,21205,13569,21177,13569
1420100158417H,PI,ALLOCATED,O,IRVIN,7H,42283328520000,,571,,2568,411,,1851,2012-04-22,,2012-04-22,376,,1694,3073,1488,13839,2,8284,7421,37307,3,15070,14735,67866,6,25810,25119,116227,11,25810,25119,116227,11,26381,25119,26381,25119
