UWI,Source,API Number,IC Number,Operator Name,Current Operator Name,Lease Name,Well Num,Field Name,State Name,County Name,Hole Direction,Well Status,Current Status,Geologic Province Name,Play Name,Play Type,Permit Number,Permit Date,Depth Total Driller,Depth Total Logger,Depth True Vertical,Depth Whipstock,Class Initial Name,Class Initial Code,Class Final Name,Class Final Code,Status Final Code,Formation Projected Name,Depth Total Projected,Formation at TD Name,Formation Producing Name,Elevation Reference Value,Elevation Reference Datum,Ground Elevation,Date Spud,Date Completion,Date Rig Release,Date Abandonment,Date First Report,Date Last Activity,Depth Water Value,Depth Water Datum,Surface Latitude,Surface Longitude,Surface LL Source,Proposed BH Latitude,Proposed BH Longitude,Proposed BH LL Source,BH Latitude,BH Longitude,BH LL Source,Activity Code,Permit Filer Long,Permit Phone
42127341110000,PI,42127341110000,,SHELL WESTERN EXP&PR,SHELL WESTERN E & P INCORPORATED LP,PILONCILLO,A  6HD,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,716764,"May 20, 2011",13878,13878,8226,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,18000,EAGLE FORD,EAGLE FORD,540,DF,529,"Jul 05, 2011","Feb 21, 2012","Nov 07, 2011",,"May 23, 2011","May 22, 2013",,,+28.2312400, -99.6861800,TS,+28.2459600, -99.6947200,TS,+28.2460700, -99.6948600,TS,C,,2815444490
42127341120000,PI,42127341120000,,NEWFIELD EXPL CO,NEWFIELD EXPLORATION COMPANY,PRITCHETT,2801H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,716799,"May 20, 2011",9317,,5038,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,6100,EAGLE FORD,EAGLE FORD,819,KB,794,"Aug 01, 2011","Nov 22, 2011","Aug 15, 2011",,"May 23, 2011","Apr 22, 2013",,,+28.4679000, -100.0788200,TS,+28.4771300, -100.0887600,TS,+28.4771300, -100.0887600,TS,C,,2818476182
42127341130000,PI,42127341130000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BEINHORN RANCH,11H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,716827,"May 23, 2011",14681,,8113,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9200,EAGLE FORD,EAGLE FORD,585,DF,560,"Jun 09, 2011","Nov 06, 2011","Jun 23, 2011",,"May 24, 2011","May 22, 2013",,,+28.2803800, -99.6996200,TS,+28.2687600, -99.6853700,TS,+28.2687600, -99.6853700,TS,C,,8326363315
42127341140000,PI,42127341140000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BEINHORN RANCH,12H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,716831,"May 23, 2011",13964,13964,8096,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9200,EAGLE FORD,EAGLE FORD,585,DF,560,"Jun 25, 2011","Nov 05, 2011","Jul 09, 2011",,"May 24, 2011","May 22, 2013",,,+28.2803800, -99.6997000,TS,+28.2673200, -99.6938100,TS,+28.2675000, -99.6874000,TS,C,,8326363315
42127341150000,PI,42127341150000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BEINHORN RANCH,21H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,716833,"May 23, 2011",13866,13866,8161,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9200,EAGLE FORD,EAGLE FORD,585,DF,560,"Jul 10, 2011","Nov 14, 2011","Jul 22, 2011",,"May 24, 2011","May 22, 2013",,,+28.2803800, -99.6997800,TS,+28.2659400, -99.6898100,TS,+28.2660400, -99.6896600,TS,C,,8326363315
42127341160000,PI,42127341160000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE COCHINA WEST RANCH,16H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,717110,"May 26, 2011",13367,,7844,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9200,EAGLE FORD,EAGLE FORD,,,456,"Jun 26, 2011","Jan 26, 2012",,,"May 27, 2011","May 22, 2013",,,+28.3648300, -99.4809000,TS,+28.3737300, -99.4948200,TS,+28.3736400, -99.4949000,TS,C,,8326363315
42127341170000,PI,42127341170000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE COCHINA WEST RANCH,18H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,717129,"May 25, 2011",13981,13981,7844,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9200,EAGLE FORD,EAGLE FORD,482,DF,459,"Jul 30, 2011","Feb 03, 2012","Aug 13, 2011",,"May 26, 2011","Apr 22, 2013",,,+28.3649300, -99.4807800,TS,+28.3765300, -99.4941400,TS,+28.3766900, -99.4939600,TS,C,,8326363315
42127341180000,PI,42127341180000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE COCHINA WEST RANCH,17H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,717120,"May 26, 2011",13512,13512,7825,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9200,EAGLE FORD,EAGLE FORD,482,DF,459,"Jul 13, 2011","Jan 30, 2012",,,"May 27, 2011","May 22, 2013",,,+28.3648800, -99.4808400,TS,+28.3749600, -99.4941400,TS,+28.3748800, -99.4942100,TS,C,,8326363315
42127341280000,PI,42127341280000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE CATARINA NORTH,23H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,717331,"May 30, 2011",13689,13689,7556,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,8600,EAGLE FORD,EAGLE FORD,,,696,"Jul 18, 2011","Mar 19, 2012",,,"May 31, 2011","Apr 22, 2013",,,+28.3117900, -99.8147200,TS,+28.3235800, -99.8280500,TS,+28.3234200, -99.8282400,TS,C,,8326363315
42127341290000,PI,42127341290000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE CATARINA NORTH,24H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,717333,"May 30, 2011",13290,,7537,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,8600,EAGLE FORD,EAGLE FORD,720,DF,695,"Jul 08, 2011","Mar 19, 2012",,,"May 31, 2011","Apr 22, 2013",,,+28.3117900, -99.8146400,TS,+28.3251900, -99.8255300,TS,+28.3251400, -99.8257400,TS,C,,8326363315
42127341300000,PI,42127341300000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE CATARINA NORTH,25H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,717336,"May 30, 2011",13626,13626,7518,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,8600,EAGLE FORD,EAGLE FORD,720,DF,695,"Jun 26, 2011","Mar 19, 2012",,,"May 31, 2011","Apr 22, 2013",,,+28.3117900, -99.8145700,TS,+28.3268000, -99.8230000,TS,+28.3265700, -99.8229700,TS,C,,8326363315
42127341310000,PI,42127341310000,,NEWFIELD EXPL CO,NEWFIELD EXPLORATION COMPANY,FERGUSON MCKNIGHT,5921H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,717252,"Jun 01, 2011",11853,,6022,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,6500,EAGLE FORD,EAGLE FORD,619,KB,593,"Jun 04, 2011","Sep 20, 2011",,,"Jun 02, 2011","Apr 22, 2013",,,+28.6371500, -99.8998900,TS,+28.6521300, -99.9079800,TS,+28.6523500, -99.9080600,TS,C,,2818476182
42127341330000,PI,42127341330000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE CARLA RANCH,16H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,717454,"Jun 02, 2011",13100,13100,7122,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,8200,EAGLE FORD,EAGLE FORD,674,DF,649,"Jun 30, 2011","Jan 02, 2012","Jul 11, 2011",,"Jun 03, 2011","Apr 17, 2013",,,+28.3301000, -99.8808000,TS,+28.3421500, -99.8937000,TS,+28.3422900, -99.8936400,TS,C,,8326363315
42127341340000,PI,42127341340000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE CARLA RANCH,17H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,717460,"Jun 02, 2011",12855,12855,7145,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,8200,EAGLE FORD,EAGLE FORD,675,DF,650,"Jul 13, 2011","Jan 01, 2012","Jul 25, 2011",,"Jun 03, 2011","Apr 17, 2013",,,+28.3300500, -99.8807400,TS,+28.3435000, -99.8915400,TS,+28.3434400, -99.8916000,TS,C,,8326363315
42127341350000,PI,42127341350000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE CARLA RANCH,18H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,717461,"Jun 02, 2011",13185,13185,7136,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,8200,EAGLE FORD,EAGLE FORD,675,DF,650,"Jul 25, 2011","Mar 08, 2012","Aug 05, 2011",,"Jun 03, 2011","Apr 17, 2013",,,+28.3300000, -99.8806900,TS,+28.3450900, -99.8890100,TS,+28.3451700, -99.8890100,TS,C,,8326363315
42127341360000,PI,42127341360000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,ROGERS DENTONIO RANCH,14H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,717466,"Jun 02, 2011",12708,12708,7162,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,7350,EAGLE FORD,EAGLE FORD,789,DF,759,"Jun 28, 2011","Jan 24, 2012","Jul 09, 2011",,"Jun 03, 2011","May 22, 2013",,,+28.2864200, -99.9231900,TS,+28.2699800, -99.9248700,TS,+28.2699800, -99.9248800,TS,C,,8326363315
42127341370000,PI,42127341370000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,ROGERS DENTONIO RANCH,15H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,717474,"Jun 02, 2011",12812,12812,7179,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,7350,EAGLE FORD,EAGLE FORD,789,DF,759,"Jul 12, 2011","Jan 17, 2012",,,"Jun 03, 2011","May 22, 2013",,,+28.2864200, -99.9231200,TS,+28.2699700, -99.9220800,TS,+28.2699700, -99.9221300,TS,C,,8326363315
42127341400000,PI,42127341400000,,NEWFIELD EXPL CO,NEWFIELD EXPLORATION COMPANY,FERGUSON MCKNIGHT,5922H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,717574,"Jun 03, 2011",11584,,6076,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,6500,EAGLE FORD,EAGLE FORD,619,KB,593,"Jun 16, 2011","Sep 18, 2011",,,"Jun 06, 2011","Apr 22, 2013",,,+28.6371700, -99.8998100,TS,+28.6523900, -99.9059100,TS,+28.6523000, -99.9061300,TS,C,,2818476182
42127341420000,PI,42127341420000,,NEWFIELD EXPL CO,NEWFIELD EXPLORATION COMPANY,CMWW `A`,4403H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,717841,"Jun 15, 2011",12815,12815,6871,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,7800,EAGLE FORD,EAGLE FORD,637,KB,611,"Jul 09, 2011","Oct 25, 2011","Jul 19, 2011",,"Jun 16, 2011","May 13, 2013",,,+28.3642200, -99.8434800,TS,+28.3769381, -99.8558719,IH,+28.3769500, -99.8558200,TS,C,,2818476182
42127341430000,PI,42127341430000,,CHESAPEAKE OPERG INC,CHESAPEAKE OPERATING INCORPORATED,BLAKEWAY UNIT B DIM,1H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,717872,"Jun 10, 2011",13972,,7189,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,9000,EAGLE FORD,EAGLE FORD,,,552,"Sep 04, 2011","Jan 26, 2012","Sep 26, 2011",,"Jun 13, 2011","Oct 11, 2012",,,+28.3744800, -99.6236700,TS,+28.3887700, -99.6361000,TS,+28.3890300, -99.6359300,TS,C,,4059357539
42127341440000,PI,42127341440000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,DIAMOND H STATE,6H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,717893,"Jun 10, 2011",12525,,7542,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,8700,EAGLE FORD,EAGLE FORD,497,KB,472,"Jul 02, 2011","Sep 09, 2011",,,"Jun 13, 2011","May 30, 2013",,,+28.3778500, -99.5657300,TS,+28.3639200, -99.5634500,TS,+28.3639200, -99.5634500,TS,C,,8326363315
42127341450000,PI,42127341450000,,MURPHY EX&PR CO-USA,MURPHY EXPLORATION & PRODUCTION CO-USA,BRIGGS,7H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,717928,"Jun 10, 2011",13150,13150,7693,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,7750,EAGLE FORD,EAGLE FORD,,,447,"Jul 24, 2011","Nov 12, 2011",,,"Jun 13, 2011","Oct 12, 2012",,,+28.3734700, -99.5377900,TS,+28.3575100, -99.5377100,TS,+28.3575100, -99.5377100,TS,C,,8884374916
42127341460000,PI,42127341460000,,CHESAPEAKE OPERG INC,CHESAPEAKE OPERATING INCORPORATED,BIG WELLS SOUTH DIM,Q 1H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,717969,"Jun 10, 2011",13935,13935,7326,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,9000,EAGLE FORD,EAGLE FORD,510,KB,490,"Sep 03, 2011","Mar 13, 2012","Sep 19, 2011",,"Jun 13, 2011","Oct 24, 2012",,,+28.5292800, -99.5308000,TS,+28.5150700, -99.5195400,TS,+28.5148800, -99.5193400,TS,C,,4059354703
42127341470000,PI,42127341470000,,CHESAPEAKE OPERG INC,CHESAPEAKE OPERATING INCORPORATED,LIGHT,D  2H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,718029,"Jun 13, 2011",14501,,7643,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,9000,EAGLE FORD,EAGLE FORD,,,517,"Jul 14, 2011","Nov 19, 2011","Aug 30, 2011",,,"Jul 18, 2012",,,+28.4827900, -99.4372300,TS,+28.4942200, -99.4516300,TS,+28.4943400, -99.4518200,TS,C,,4059354703
42127341480000,PI,42127341480000,,CHESAPEAKE OPERG INC,CHESAPEAKE OPERATING INCORPORATED,LIGHT,D  4H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,718036,"Jun 13, 2011",14393,,7615,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,9000,EAGLE FORD,EAGLE FORD,,,517,"Jul 17, 2011","Nov 06, 2011","Aug 08, 2011",,"Jun 14, 2011","Oct 30, 2012",,,+28.4828400, -99.4372300,TS,+28.4978300, -99.4513400,TS,+28.4979500, -99.4515900,TS,C,,4059357539
42127341490000,PI,42127341490000,,CHESAPEAKE OPERG INC,CHESAPEAKE OPERATING INCORPORATED,VON ROSENBERG UNIT A DIM,1H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,718102,"Jun 14, 2011",14595,14595,6355,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,9000,EAGLE FORD,EAGLE FORD,,,552,"Jul 03, 2011","May 16, 2012","Aug 06, 2011",,"Jun 15, 2011","May 22, 2013",,,+28.5117600, -99.7957900,TS,+28.4951661, -99.7828181,IH,+28.4947600, -99.7833100,TS,C,,4059354703
42127341500000,PI,42127341500000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,DIAMOND H RANCH,6H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,718107,"Jun 14, 2011",13929,,7575,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,8700,EAGLE FORD,EAGLE FORD,,,445,"Jul 15, 2011","Sep 29, 2011","Aug 02, 2011",,"Jun 15, 2011","Apr 22, 2013",,,+28.3816818, -99.5250919,IH,+28.3991886, -99.5221778,IH,+28.3991231, -99.5220169,IH,C,,8326363315
42127341510000,PI,42127341510000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE CHIP EAST RANCH,9H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,718157,"Jun 14, 2011",13809,13809,7991,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9100,EAGLE FORD,EAGLE FORD,601,DF,578,"Sep 02, 2011","Dec 21, 2011","Sep 14, 2011",,"Jun 15, 2011","May 22, 2013",,,+28.2966900, -99.6744200,TS,+28.2826972, -99.6635639,IH,+28.2830000, -99.6631400,TS,C,,8326363315
42127341520000,PI,42127341520000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE CHIP EAST RANCH,10H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,718161,"Jun 14, 2011",13845,13845,7962,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9100,EAGLE FORD,EAGLE FORD,601,DF,576,"Sep 15, 2011","Dec 21, 2011","Sep 26, 2011",,"Jun 15, 2011","May 22, 2013",,,+28.2966700, -99.6743500,TS,+28.2839833, -99.6615444,IH,+28.2840100, -99.6615400,TS,C,,8326363315
42127341530000,PI,42127341530000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE CHIP EAST RANCH,14H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,718169,"Jun 14, 2011",13119,13119,8050,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9100,EAGLE FORD,EAGLE FORD,601,DF,576,"Aug 21, 2011","Dec 21, 2011","Aug 31, 2011",,"Jun 15, 2011","May 22, 2013",,,+28.2966700, -99.6743500,TS,+28.2814139, -99.6655806,IH,+28.2814400, -99.6653000,TS,C,,8326363315
42127341550000,PI,42127341550000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE CATARINA NORTH,20H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,718413,"Jun 17, 2011",13380,,7410,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,8600,EAGLE FORD,EAGLE FORD,741,KB,716,"Aug 08, 2011","Mar 03, 2012",,,"Jun 20, 2011","Jul 17, 2013",,,+28.3100300, -99.8236900,TS,+28.3220500, -99.8368500,TS,+28.3219600, -99.8369300,TS,C,,8326363315
42127341560000,PI,42127341560000,,ANADARKO E & P CO LP,ANADARKO E & P COMPANY LIMITED PRTNRSHIP,BRISCOE CATARINA NORTH,21H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,718415,"Jun 17, 2011",13263,13263,7535,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,8600,EAGLE FORD,EAGLE FORD,741,KB,716,"Aug 20, 2011","Mar 03, 2012","Aug 30, 2011",,"Jun 20, 2011","Jul 17, 2013",,,+28.3101000, -99.8236900,TS,+28.3235000, -99.8345800,TS,+28.3233800, -99.8348500,TS,C,,8326363315
42127341570000,PI,42127341570000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE CATARINA NORTH,22H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,718419,"Jun 17, 2011",13454,13454,7539,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,8600,EAGLE FORD,EAGLE FORD,742,KB,717,"Aug 30, 2011","Mar 03, 2012",,,"Jun 20, 2011","Jul 17, 2013",,,+28.3101700, -99.8236900,TS,+28.3251000, -99.8320500,TS,+28.3251600, -99.8320600,TS,C,,8326363315
42127341580000,PI,42127341580000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,BRISCOE FRIDAY RANCH,18H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,718432,"Jun 17, 2011",13925,13925,8130,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9000,EAGLE FORD,EAGLE FORD,604,DF,579,"Aug 05, 2011","Oct 18, 2011","Aug 18, 2011",,"Jun 20, 2011","May 22, 2013",,,+28.2748200, -99.7369700,TS,+28.2611100, -99.7293100,TS,+28.2611700, -99.7261300,TS,C,,8326363315
42127341590000,PI,42127341590000,,NEWFIELD EXPL CO,NEWFIELD EXPLORATION COMPANY,CMWW B,3701H,BRISCOE RANCH,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,718495,"Jun 17, 2011",11966,11966,6401,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,7500,EAGLE FORD,EAGLE FORD,,,605,"Jul 02, 2011","Oct 24, 2011","Jul 13, 2011",,"Jun 20, 2011","May 22, 2013",,,+28.4115400, -99.8351900,TS,+28.4205800, -99.8455800,TS,+28.4205900, -99.8456400,TS,C,,2818476182
42127341600000,PI,42127341600000,,CHESAPEAKE OPERG INC,CHESAPEAKE OPERATING INCORPORATED,GONZALEZ UNIT A DIM,1H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,718554,"Jun 20, 2011",12639,12639,6262,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,9000,EAGLE FORD,EAGLE FORD,,,620,"Aug 07, 2011","Jun 16, 2012","Aug 26, 2011",,"Jun 21, 2011","May 22, 2013",,,+28.5079400, -99.8231000,TS,+28.4930900, -99.8132300,TS,+28.4930000, -99.8131900,TS,C,,4059354703
42127341610000,PI,42127341610000,,ANADARKO E & P CO LP,ANADARKO E & P COMPANY LIMITED PRTNRSHIP,RANCHO ENCANTADO,12H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,718593,"Jun 21, 2011",13571,13571,8038,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9250,EAGLE FORD,EAGLE FORD,519,KB,495,"Jul 24, 2011","May 17, 2012","Sep 14, 2011",,"Jun 22, 2011","May 22, 2013",,,+28.3458800, -99.4866600,TS,+28.3620322, -99.4853599,IH,+28.3620300, -99.4854000,TS,C,,8326363315
42127341620000,PI,42127341620000,,ANADARKO E & P CO LP,ANADARKO E & P ONSHORE LLC,RANCHO ENCANTADO,13H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,GAS,A,GULF COAST BASIN,,,718595,"Jun 21, 2011",13978,13978,8040,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-GAS,DG,2,EAGLE FORD,9250,EAGLE FORD,EAGLE FORD,,,495,"Jul 08, 2011","May 14, 2012","Jul 23, 2011",,"Jun 22, 2011","May 22, 2013",,,+28.3458500, -99.4866300,TS,+28.3618128, -99.4838020,IH,+28.3618200, -99.4838600,TS,C,,8326363315
42127341630000,PI,42127341630000,,CHESAPEAKE OPERG INC,CHESAPEAKE OPERATING INCORPORATED,NHL,5H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,718658,"Jun 21, 2011",12789,12789,6338,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,9000,EAGLE FORD,EAGLE FORD,,,748,"Jul 19, 2011","Apr 28, 2012","Aug 06, 2011",,"Jun 22, 2011","May 22, 2013",,,+28.4013700, -99.9197600,TS,+28.4149090, -99.9313250,IH,+28.4151200, -99.9314700,TS,C,,
42127341640000,PI,42127341640000,,HESS CORPORATION,HESS CORPORATION,CENIZO RANCH,B 3H,EAGLEVILLE,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,718715,"Jun 22, 2011",12192,,7376,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,9000,EAGLE FORD,EAGLE FORD,567,KB,537,"Aug 04, 2011","Dec 15, 2011","Sep 11, 2011",,"Jun 23, 2011","May 22, 2013",,,+28.5914800, -99.4167100,TS,+28.5804778, -99.4071972,IH,+28.5805200, -99.4071200,TS,C,,4327586738
42127341650000,PI,42127341650000,,NEWFIELD EXPL CO,NEWFIELD EXPLORATION COMPANY,CMWW A,4404H,BRISCOE RANCH D1,TEXAS,DIMMIT,HORIZONTAL,OIL,A,GULF COAST BASIN,,,718756,"Jun 22, 2011",12675,12675,6857,,DEVELOPMENT WELL,D,DEVELOPMENT WELL-OIL,DO,1,EAGLE FORD,7800,EAGLE FORD,EAGLE FORD,637,KB,611,"Jul 19, 2011","Oct 25, 2011",,,"Jun 23, 2011","May 13, 2013",,,+28.3642600, -99.8434200,TS,+28.3778385, -99.8544402,IH,+28.3778300, -99.8544900,TS,C,,2818476182
