Sequence,Uwi,Rules.Based.Score
1389,42255320330000,350
1390,42255320350000,200
1391,42255320370000,400
1392,42255320380000,350
1393,42255320390000,300
1394,42255320400000,400
1395,42255320410000,350
1396,42255320420000,350
1397,42255320430000,350
1398,42255320440000,350
1399,42255320450000,350
1400,42255320460200,350
1401,42255320470000,150
1402,42255320480000,50
1403,42255320490000,350
1404,42255320500000,350
1405,42255320510000,350
1406,42255320520000,350
1407,42255320530000,350
1408,42255320540000,350
1409,42255320560000,350
1410,42255320570000,250
1411,42255320580000,250
1412,42255320590000,250
1413,42255320600000,350
1414,42255320610000,350
1415,42255320620000,350
1416,42255320650000,200
1417,42255320660000,350
1418,42255320670000,350
1419,42255320680000,400
1420,42255320700000,350
1421,42255320720100,350
1422,42255320730000,250
1423,42255320740000,350
1424,42255320750000,250
1425,42255320770000,350
1426,42255320780100,350
1427,42255320790000,350
1428,42255320800000,350
1429,42255320820000,350
1430,42255320840000,350
1431,42255320860000,300
1432,42255320890000,150
1433,42255320900000,400
1434,42255320910000,400
1435,42255320920000,350
1436,42255320930000,400
1437,42255320950000,350
1438,42255320960000,300
1439,42255320970000,350
1440,42255320980000,350
1441,42255321010000,350
1442,42255321020000,400
1443,42255321030000,350
1444,42255321040000,350
1445,42255321050000,350
1446,42255321080000,350
1447,42255321090000,150
1448,42255321100000,350
1449,42255321110000,350
1450,42255321130000,350
1451,42255321140000,350
1452,42255321150000,250
1453,42255321160000,200
1454,42255321170000,300
1455,42255321190000,200
1456,42255321230100,350
1457,42255321240000,350
1458,42255321250000,350
1459,42255321270000,400
1460,42255321280000,400
1461,42255321300000,250
1462,42255321310000,350
1463,42255321320000,300
1464,42255321330000,300
1465,42255321340000,250
1466,42255321350000,400
1467,42255321360000,250
1468,42255321370000,350
1469,42255321380000,250
1470,42255321390000,300
1471,42255321400000,350
1472,42255321410000,300
1473,42255321420000,350
1474,42255321430000,300
1475,42255321440000,300
1476,42255321450000,300
1477,42255321460000,350
1478,42255321490000,300
1479,42255321500000,350
1480,42255321520000,350
1481,42255321530000,350
1482,42255321540000,400
1483,42255321550000,400
1484,42255321560000,400
1485,42255321570000,350
1486,42255321580000,350
1487,42255321600000,350
1488,42255321630000,350
1489,42255321640000,300
1490,42255321650000,300
1491,42255321660000,300
1492,42255321670000,300
1493,42255321680000,300
1494,42255321690000,150
1495,42255321700000,300
1496,42255321710000,400
1497,42255321720000,350
1498,42255321740000,350
1499,42255321750000,350
1500,42255321760000,400
1501,42255321780000,150
1502,42255321790000,400
1503,42255321820000,250
1504,42255321840000,350
1505,42255321850000,400
1506,42255321860000,400
1507,42255321870000,200
1508,42255321880000,300
1509,42255321890000,400
1510,42255321900000,200
1511,42255321980000,250
1512,42255322010000,350
1513,42255322030000,250
1514,42255322060000,350
1515,42255322090000,350
1516,42255322120000,200
1517,42255322140000,350
1518,42255322150000,350
1519,42255322160000,250
1520,42255322170100,350
1521,42255322190000,250
1522,42255322200000,350
1523,42255322210000,250
1524,42255322220000,350
1525,42255322230000,350
1526,42255322250000,350
1527,42255322260000,350
1528,42255322270000,250
1529,42255322290000,250
1530,42255322300000,250
1531,42255322310000,350
1532,42255322320000,250
1533,42255322360000,250
1534,42255322370000,300
1535,42255322380000,300
1536,42255322390000,350
1537,42255322400000,350
1538,42255322420000,350
1539,42255322430000,350
1540,42255322450000,350
1541,42255322460000,350
1542,42255322480000,350
1543,42255322490000,350
1544,42255322500000,300
1545,42255322510000,300
1546,42255322520000,250
1547,42255322530000,250
1548,42255322550000,350
1549,42255322560000,200
1550,42255322570000,300
1551,42255322580000,200
1552,42255322590000,300
1553,42255322600000,350
1554,42255322640000,400
1555,42255322710000,350
1556,42255322740000,350
1557,42255322750000,350
1558,42255322760000,350
1559,42255322780000,350
1560,42255322800000,300
1561,42255322810000,350
1562,42255322820000,300
1563,42255322840000,350
1564,42255322850000,200
1565,42255322880000,350
1566,42255322900000,250
1567,42255322910000,350
1568,42255322930000,400
1569,42255322950000,350
1570,42255322960000,350
1571,42255322970000,200
1572,42255322980000,350
1573,42255322990000,350
1574,42255323000000,350
1575,42255323030000,350
1576,42255323060000,350
1577,42255323070000,350
1578,42255323090000,350
1579,42255323110000,350
1580,42255323140000,300
1581,42255323150000,350
1582,42255323180000,350
1583,42255323230000,350
1584,42255323240000,350
1585,42255323270000,350
1586,42255323280000,350
1587,42255323310000,350
1588,42255323320000,350
1589,42255323330000,350
1590,42255323340000,350
1591,42255323360000,150
1592,42255323440000,150
1593,42255323470000,350
1594,42255323500000,350
1595,42255323570000,250
1596,42255323610000,350
1597,42255323630000,350
1598,42255323640000,300
1599,42255323660000,350
1600,42255323710000,300
1601,42255324080000,350
1602,42283317790100,400
1603,42283321440100,400
1604,42283321620100,200
1605,42283321840000,400
1606,42283321870000,200
1607,42283321880100,400
1608,42283321900100,200
1609,42283321910100,200
1610,42283321930000,200
1611,42283321940000,400
1612,42283321980000,400
1613,42283321990000,250
1614,42283322000000,200
1615,42283322010000,350
1616,42283322030000,400
1617,42283322040000,400
1618,42283322050000,400
1619,42283322060000,400
1620,42283322090000,200
1621,42283322110000,-100
1622,42283322120000,200
1623,42283322130000,200
1624,42283322140000,400
1625,42283322150000,200
1626,42283322160100,200
1627,42283322180000,400
1628,42283322200000,200
1629,42283322210000,400
1630,42283322220100,400
1631,42283322260000,200
1632,42283322270000,150
1633,42283322280000,400
1634,42283322290000,200
1635,42283322310000,200
1636,42283322320000,400
1637,42283322350000,350
1638,42283322370000,200
1639,42283322380000,200
1640,42283322390000,200
1641,42283322400000,400
1642,42283322430000,200
1643,42283322440000,0
1644,42283322470100,150
1645,42283322480000,200
1646,42283322490000,200
1647,42283322500100,200
1648,42283322510000,100
1649,42283322520000,0
1650,42283322540000,400
1651,42283322550000,200
1652,42283322590000,200
1653,42283322600000,400
1654,42283322610000,200
1655,42283322630100,100
1656,42283322640000,400
1657,42283322650000,200
1658,42283322660000,200
1659,42283322700000,200
1660,42283322720000,400
1661,42283322730000,150
1662,42283322740000,350
1663,42283322760000,400
1664,42283322770000,400
1665,42283322780000,350
1666,42283322790000,300
1667,42283322800000,300
1668,42283322810000,350
1669,42283322820000,350
1670,42283322850000,400
1671,42283322860000,350
1672,42283322900000,200
1673,42283322910000,250
1674,42283322980000,400
1675,42283323010000,400
1676,42283323020100,200
1677,42283323040000,350
1678,42283323050000,250
1679,42283323100000,350
1680,42283323130000,300
1681,42283323140000,200
1682,42283323150000,200
1683,42283323170100,350
1684,42283323180000,400
1685,42283323190000,150
1686,42283323200000,200
1687,42283323230000,50
1688,42283323240000,300
1689,42283323260000,300
1690,42283323280000,150
1691,42283323290000,100
1692,42283323300000,300
1693,42283323310000,300
1694,42283323330000,350
1695,42283323340000,150
1696,42283323350000,300
1697,42283323360000,350
1698,42283323370000,300
1699,42283323380000,250
1700,42283323420000,400
1701,42283323440000,250
1702,42283323450000,350
1703,42283323460000,400
1704,42283323480100,350
1705,42283323490000,300
1706,42283323510000,350
1707,42283323520000,150
1708,42283323530000,350
1709,42283323560000,350
1710,42283323570000,400
1711,42283323580000,400
1712,42283323590000,400
1713,42283323600000,400
1714,42283323610000,350
1715,42283323620000,350
1716,42283323630000,350
1717,42283323640000,350
1718,42283323650000,350
1719,42283323660000,350
1720,42283323670000,150
1721,42283323680000,200
1722,42283323690000,150
1723,42283323700000,150
1724,42283323710000,350
1725,42283323720000,200
1726,42283323730000,300
1727,42283323740000,400
1728,42283323760000,400
1729,42283323770000,0
1730,42283323790000,100
1731,42283323810000,350
1732,42283323820000,300
1733,42283323830000,300
1734,42283323870000,400
1735,42283323880000,400
1736,42283323890000,200
1737,42283323910000,350
1738,42283323920000,300
1739,42283323930000,300
1740,42283323950100,150
1741,42283323960000,300
1742,42283323980000,350
1743,42283323990000,200
1744,42283324020000,200
1745,42283324060000,350
1746,42283324070100,350
1747,42283324080000,200
1748,42283324100000,300
1749,42283324140000,350
1750,42283324150000,400
1751,42283324170000,400
1752,42283324180000,200
1753,42283324190000,200
1754,42283324210000,200
1755,42283324230000,300
1756,42283324240000,400
1757,42283324250000,300
1758,42283324260100,350
1759,42283324280000,350
1760,42283324290000,400
1761,42283324300000,350
1762,42283324320000,150
1763,42283324330000,350
1764,42283324340000,350
1765,42283324360000,350
1766,42283324370000,350
1767,42283324390000,250
1768,42283324400000,300
1769,42283324420000,100
1770,42283324430000,200
1771,42283324440000,400
1772,42283324450000,250
1773,42283324460000,150
1774,42283324590000,250
1775,42283324600000,250
1776,42283324610000,200
1777,42283324650000,350
1778,42283324660100,250
1779,42283324680000,350
1780,42283324690000,250
1781,42283324700000,250
1782,42283324710000,350
1783,42283324720000,350
1784,42283324970000,300
1785,42283325000000,350
1786,42283325010000,350
1787,42283325050000,350
1788,42283325060000,350
1789,42283325070000,350
1790,42283325530000,150
1791,42283325540000,350
1792,42283325650000,400
1793,42283325660000,200
1794,42283325680000,300
1795,42283325690000,350
1796,42283325700000,400
1797,42283325710000,400
1798,42283325720000,400
1799,42283325730000,150
1800,42283325740000,150
1801,42283325750000,250
1802,42283325760000,350
1803,42283325830000,350
1804,42283325840000,350
1805,42283325860000,400
1806,42283325870000,200
1807,42283325890000,300
1808,42283325900000,300
1809,42283325910000,150
1810,42283325920000,350
1811,42283325930000,300
1812,42283325940000,300
1813,42283325960000,150
1814,42283325970000,400
1815,42283325990100,200
1816,42283326010000,300
1817,42283326050000,400
1818,42283326060000,400
1819,42283326070000,300
1820,42283326080000,400
1821,42283326090000,250
1822,42283326130000,300
1823,42283326170000,350
1824,42283326180000,250
1825,42283326190000,250
1826,42283326200000,250
1827,42283326240000,350
1828,42283326290000,150
1829,42283326300000,350
1830,42283326320000,200
1831,42283326330000,350
1832,42283326340000,200
1833,42283326350000,350
1834,42283326390000,200
1835,42283326400000,200
1836,42283326410000,250
1837,42283326420000,100
1838,42283326430000,400
1839,42283326480000,400
1840,42283326510000,350
1841,42283326520000,400
1842,42283326550000,300
1843,42283326560000,350
1844,42283326570000,200
1845,42283326580000,400
1846,42283326590000,300
1847,42283326600000,400
1848,42283326610000,400
1849,42283326630000,400
1850,42283326640000,350
1851,42283326680000,150
1852,42283326690000,350
1853,42283326700000,350
1854,42283326730000,100
1855,42283326740000,100
1856,42283326820000,350
1857,42283326830000,250
1858,42283326840000,250
1859,42283326850000,350
1860,42283326860000,400
1861,42283326870000,0
1862,42283326880000,200
1863,42283326910000,200
1864,42283326930000,300
1865,42283326940000,300
1866,42283326950000,350
1867,42283326980000,100
1868,42283326990000,200
1869,42283327070000,400
1870,42283327080000,400
1871,42283327110000,300
1872,42283327120000,400
1873,42283327130000,200
1874,42283327140000,200
1875,42283327150000,200
1876,42283327160000,300
1877,42283327170000,200
1878,42283327180000,200
1879,42283327200000,200
1880,42283327210000,300
1881,42283327320000,300
1882,42283327350000,200
1883,42283327360000,150
1884,42283327370000,150
1885,42283327380000,300
1886,42283327390000,250
1887,42283327400000,250
1888,42283327410000,250
1889,42283327550000,250
1890,42283327570000,400
1891,42283327580000,350
1892,42283327620000,350
1893,42283327690000,200
1894,42283327700000,200
1895,42283327710000,250
1896,42283327730000,300
1897,42283327760000,350
1898,42283327770000,300
1899,42283327800000,350
1900,42283327810000,250
1901,42283327820000,250
1902,42283327830000,350
1903,42283327840000,350
1904,42283327850000,400
1905,42283327860000,300
1906,42283327890000,350
1907,42283327900000,350
1908,42283327910000,400
1909,42283327920000,400
1910,42283327930000,400
1911,42283327940000,400
1912,42283328000000,350
1913,42283328020000,400
1914,42283328100000,400
1915,42283328140000,400
1916,42283328150000,100
1917,42283328160000,100
1918,42283328190000,400
1919,42283328210000,250
1920,42283328230000,150
1921,42283328270000,200
1922,42283328280000,300
1923,42283328290000,400
1924,42283328300000,250
1925,42283328320000,400
1926,42283328340000,400
1927,42283328380000,400
1928,42283328390000,400
1929,42283328400000,250
1930,42283328420000,300
1931,42283328430000,400
1932,42283328450000,250
1933,42283328460000,300
1934,42283328470000,100
1935,42283328480000,150
1936,42283328490000,400
1937,42283328500000,200
1938,42283328510000,300
1939,42283328520000,150
1940,42283328530000,350
1941,42283328540000,250
1942,42283328570000,300
1943,42283328580000,300
1944,42283328590000,150
1945,42283328720000,400
1946,42283328750000,350
1947,42283328770000,350
1948,42283328780000,350
1949,42283328790000,300
1950,42283328800000,400
1951,42283328810000,300
1952,42283328840000,350
1953,42283328850000,350
1954,42283328930000,250
1955,42283328940000,400
1956,42283328970000,300
1957,42283328990000,300
1958,42283329030000,200
1959,42283329050000,200
1960,42283329070000,100
1961,42283329080000,400
1962,42283329100000,350
1963,42283329180000,100
1964,42283329210000,350
1965,42283329220000,350
1966,42283329480000,350
1967,42283329510000,350
1968,42283329520000,350
1969,42283329530000,350
1970,42283329540000,350
1971,42283329670000,200
1972,42283329680000,400
1973,42283329690000,400
1974,42283329710000,400
1975,42283329740100,350
1976,42283329750000,200
1977,42283329780000,350
1978,42283329890000,400
1979,42283329920000,400
1980,42283329930000,350
1981,42283329940000,400
1982,42283329970000,400
1983,42283330010100,150
1984,42283330070000,300
1985,42283330080000,250
1986,42283330090000,350
1987,42283330100000,350
1988,42283330210000,250
1989,42283330570000,350
1990,42283330710000,300
1991,42283330890000,200
1992,42283330910000,200
1993,42283331310000,300
1994,42285335850000,300
1995,42285335880100,300
1996,42285335970000,350
1997,42285335980000,350
1998,42285336000200,200
1999,42285336020000,-50
2000,42285336030000,200
2001,42285336090000,200
2002,42285336100000,150
2003,42285336120000,150
2004,42285336140000,150
2005,42285336180000,350
2006,42285336200000,150
2007,42285336230000,150
2008,42285336250100,200
2009,42285336260000,200
2010,42285336320000,200
2011,42287325480000,300
2012,42287325770100,200
2013,42287325810000,250
2014,42289316630100,200
2015,42289318590000,100
2016,42289318920000,200
2017,42289319950200,250
2018,42297348140000,350
2019,42297348460000,100
2020,42297348490000,100
2021,42297348630100,300
2022,42297348710000,300
2023,42297348720000,300
2024,42297348770100,300
2025,42297348780100,300
2026,42297348790000,300
2027,42297348830000,300
2028,42297348840000,150
2029,42297348850000,100
2030,42297348900100,300
2031,42297348940100,300
2032,42297348950000,300
2033,42297348960000,300
2034,42297348980000,300
2035,42297349000000,150
2036,42297349010000,300
2037,42297349060000,300
2038,42297349070000,300
2039,42297349090000,300
2040,42297349120000,300
2041,42297349160000,300
2042,42297349170000,300
2043,42297349190000,300
2044,42297349200000,300
2045,42297349210000,300
2046,42297349250000,300
2047,42297349260000,300
2048,42297349290000,300
2049,42297349310000,300
2050,42297349330000,300
2051,42297349340000,300
2052,42297349350000,300
2053,42297349360000,300
2054,42297349370000,300
2055,42297349400000,300
2056,42297349410000,300
2057,42297349420000,300
2058,42297349430000,300
2059,42297349470000,350
2060,42297349480000,300
2061,42297349490000,150
2062,42297349500200,300
2063,42297349520000,300
2064,42297349540000,300
2065,42297349550000,100
2066,42297349560000,300
2067,42297349570000,300
2068,42297349580100,300
2069,42297349590000,300
2070,42297349600000,300
2071,42297349610000,300
2072,42297349630000,300
2073,42297349640000,100
2074,42297349650000,300
2075,42297349660000,300
2076,42297349670000,300
2077,42297349680000,300
2078,42297349700000,300
2079,42297349710000,300
2080,42297349720000,300
2081,42297349730000,300
2082,42297349740000,100
2083,42297349750000,300
2084,42297349760000,300
2085,42297349780000,300
2086,42297349800000,300
2087,42297349820000,300
2088,42297349840000,250
2089,42297349860000,300
2090,42297349900000,300
2091,42297349910000,300
2092,42297349920000,300
2093,42297349930000,300
2094,42297349940000,300
2095,42297349980000,300
2096,42297349990000,300
2097,42297350040000,250
2098,42297350050000,100
2099,42297350090000,300
2100,42297350100000,300
2101,42297350110100,300
2102,42297350120000,300
2103,42297350130000,300
2104,42297350140000,300
2105,42297350150000,300
2106,42297350160000,300
2107,42297350180000,300
2108,42297350200000,300
2109,42297350210000,300
2110,42297350220000,300
2111,42297350230000,300
2112,42297350240000,300
2113,42297350260000,300
2114,42297350270000,300
2115,42297350280000,300
2116,42297350290000,300
2117,42297350300000,300
2118,42297350310000,300
2119,42297350320000,300
2120,42297350340000,300
2121,42297350350000,300
2122,42297350380000,300
2123,42297350390000,300
2124,42297350400000,300
2125,42297350430000,300
2126,42297350440000,300
2127,42297350480000,300
2128,42297350490000,250
2129,42297350500000,300
2130,42297350530000,300
2131,42297350570000,300
2132,42297350620000,300
2133,42297350630000,300
2134,42297350650000,300
2135,42297350660000,300
2136,42297350670000,100
2137,42297350680000,300
2138,42297350770000,300
2139,42297350790000,300
2140,42297350800000,300
2141,42297350830000,300
2142,42297350910000,300
2143,42297350920000,250
2144,42297350940000,300
2145,42297351030000,300
2146,42297351050000,300
2147,42297351130000,100
2148,42297351240000,300
2149,42311335760200,250
2150,42311341160100,400
2151,42311341300100,400
2152,42311341310100,400
2153,42311341370000,400
2154,42311341390000,200
2155,42311341420000,400
2156,42311341530000,400
2157,42311341610000,200
2158,42311341700000,250
2159,42311341720100,400
2160,42311341760000,300
2161,42311341770000,150
2162,42311341860000,400
2163,42311341870000,400
2164,42311341960100,300
2165,42311341970000,300
2166,42311341990000,200
2167,42311342010000,200
2168,42311342070100,200
2169,42311342090000,300
2170,42311342170000,350
2171,42311342190000,350
2172,42311342200000,200
2173,42311342230000,400
2174,42311342240000,350
2175,42311342270000,350
2176,42311342290000,350
2177,42311342320000,350
2178,42311342330000,200
2179,42311342460000,400
2180,42311342470000,300
2181,42311342480000,200
2182,42311342500100,400
2183,42311342600100,350
2184,42311342650000,250
2185,42311342660000,300
2186,42311342670000,200
2187,42311342700000,150
2188,42311342710000,250
2189,42311342770000,400
2190,42311342790000,200
2191,42311342800000,300
2192,42311342810000,300
2193,42311342830000,300
2194,42311342840000,350
2195,42311342850000,300
2196,42311342860000,300
2197,42311342870000,300
2198,42311342890000,400
2199,42311342930000,200
2200,42311342940000,200
2201,42311342960100,50
2202,42311342970000,350
2203,42311342990000,150
2204,42311343010000,300
2205,42311343020000,400
2206,42311343050100,200
2207,42311343070000,300
2208,42311343080100,300
2209,42311343180000,150
2210,42311343190000,300
2211,42311343270000,350
2212,42311343370000,300
2213,42311343400000,400
2214,42311343940000,300
2215,42311344500000,200
2216,42311344530000,200
2217,42311344580000,350
2218,42311344590000,350
2219,42311344700000,250
2220,42311344760000,400
2221,42311344780000,350
2222,42311344800000,350
2223,42311344840000,300
2224,42311344920000,350
2225,42311344950000,400
2226,42311344960000,300
2227,42311344980000,350
2228,42311345010100,250
2229,42311345050000,400
2230,42311345060000,250
2231,42311345090000,200
2232,42311345100000,300
2233,42311345110000,350
2234,42311345140000,400
2235,42311345210000,400
2236,42311345230000,350
2237,42311345240000,350
2238,42311345250000,400
2239,42311345260000,300
2240,42311345270000,150
2241,42311345280000,200
2242,42311345340000,400
2243,42311345360000,300
2244,42311345370000,300
2245,42311345390000,300
2246,42311345410000,300
2247,42311345420000,300
2248,42311345440000,300
2249,42311345460000,350
2250,42311345470000,200
2251,42311345480000,200
2252,42311345490000,250
2253,42311345500000,200
2254,42311345530000,350
2255,42311345540000,300
2256,42311345570000,300
2257,42311345580000,300
2258,42311345590000,300
2259,42311345600000,300
2260,42311345660000,300
2261,42311345680000,350
2262,42311345690000,300
2263,42311345700000,300
2264,42311345710000,300
2265,42311345730000,300
2266,42311345750000,350
2267,42311345760000,300
2268,42311345770000,300
2269,42311345780000,300
2270,42311345800000,300
2271,42311345830000,200
2272,42311345840000,200
2273,42311345850000,350
2274,42311345860100,200
2275,42311345870000,300
2276,42311345890000,300
2277,42311345920000,300
2278,42311345930000,200
2279,42311345940000,250
2280,42311345950000,300
2281,42311345960000,300
2282,42311345990000,300
2283,42311346000000,400
2284,42311346010000,400
2285,42311346030000,300
2286,42311346040000,300
2287,42311346060000,350
2288,42311346070000,350
2289,42311346110000,200
2290,42311346120000,300
2291,42311346170000,300
2292,42311346200000,300
2293,42311346230000,250
2294,42311346270000,300
2295,42311346290000,300
2296,42311346300000,300
2297,42311346320000,250
2298,42311346340000,350
2299,42311346390000,350
2300,42311346400000,300
2301,42311346410000,300
2302,42311346420000,300
2303,42311346430000,400
2304,42311346480000,350
2305,42311346490000,350
2306,42311346510000,400
2307,42311346520000,350
2308,42311346530000,350
2309,42311346540000,350
2310,42311346550000,300
2311,42311346560000,300
2312,42311346570000,300
2313,42311346590000,350
2314,42311346600000,300
2315,42311346630000,300
2316,42311346640000,350
2317,42311346650100,350
2318,42311346660000,350
2319,42311346740000,350
2320,42311346750000,350
2321,42311346850000,300
2322,42311346860000,300
2323,42311346890000,350
2324,42311346910000,350
2325,42311346920000,300
2326,42311346950000,250
2327,42311346960000,400
2328,42311346970100,300
2329,42311346980000,200
2330,42311347060000,350
2331,42311347070000,350
2332,42311347080000,350
2333,42311347090000,300
2334,42311347190000,350
2335,42311347260000,250
2336,42311347270100,350
2337,42311347280000,300
2338,42311347290000,300
2339,42311347310000,300
2340,42311347410000,350
2341,42311347560000,350
2342,42311347840000,300
2343,42311347890000,250
2344,42311348510000,250
2345,42323329290300,250
2346,42323332970000,300
2347,42323333470000,300
2348,42323333500000,300
2349,42323333510000,300
2350,42323333540000,250
2351,42323333550000,300
2352,42323333590000,250
2353,42323333630000,300
2354,42323333640000,300
2355,42323333740000,300
2356,42323333750000,300
2357,42323333760000,300
2358,42323333770000,350
2359,42323333780000,300
2360,42323333790000,300
2361,42323333820000,250
2362,42323333830000,300
2363,42323333840000,300
2364,42323333890000,300
2365,42323333900000,300
2366,42323334000000,300
2367,42331338650000,200
2368,42479357130400,300
2369,42479381340200,100
2370,42479401720000,350
2371,42479404930000,300
2372,42479405610000,-100
2373,42479405760000,100
2374,42479406030000,300
2375,42479406190000,300
2376,42479406210000,100
2377,42479406500000,100
2378,42479406580100,-50
2379,42479406630000,300
2380,42479406690000,-100
2381,42479406700000,350
2382,42479406730000,50
2383,42479406820000,350
2384,42479406900000,300
2385,42479406950000,100
2386,42479406970000,100
2387,42479407010000,300
2388,42479407030000,300
2389,42479407050000,100
2390,42479407170000,300
2391,42479407180000,300
2392,42479407360000,250
2393,42479407380000,250
2394,42479407400100,300
2395,42479407410000,100
2396,42479407420000,300
2397,42479407430000,300
2398,42479407440000,300
2399,42479407470000,350
2400,42479407550000,300
2401,42479407560000,350
2402,42479407570000,100
2403,42479407710000,300
2404,42479407760000,100
2405,42479407800000,250
2406,42479407810000,250
2407,42479407860000,350
2408,42479407870000,350
2409,42479407890000,50
2410,42479407910100,50
2411,42479407930000,250
2412,42479407940000,250
2413,42479407990100,350
2414,42479408010000,350
2415,42479408030000,250
2416,42479408060000,350
2417,42479408070000,300
2418,42479408080000,250
2419,42479408090000,350
2420,42479408110000,250
2421,42479408120000,250
2422,42479408130000,350
2423,42479408150100,100
2424,42479408160100,150
2425,42479408170000,300
2426,42479408220000,50
2427,42479408270000,-100
2428,42479408300000,250
2429,42479408310000,350
2430,42479408320000,350
2431,42479408340000,350
2432,42479408350100,100
2433,42479408380100,50
2434,42479408470000,300
2435,42479408580000,-100
2436,42479408650000,350
2437,42479408660000,350
2438,42479408690000,300
2439,42479408780000,250
2440,42479408810000,150
2441,42479408820000,300
2442,42479408840100,-50
2443,42479408870000,300
2444,42479408930100,300
2445,42479408990000,350
2446,42479409020100,300
2447,42479409180000,300
2448,42479409230100,350
2449,42479409240000,350
2450,42479409250000,100
2451,42479409290000,350
2452,42479409320000,-100
2453,42479409360000,300
2454,42479409380000,-50
2455,42479409390000,350
2456,42479409400000,300
2457,42479409410000,300
2458,42479409510000,250
2459,42479409520000,100
2460,42479409530000,350
2461,42479409540000,300
2462,42479409550000,350
2463,42479409560000,350
2464,42479409570000,350
2465,42479409580000,100
2466,42479409590000,300
2467,42479409600000,50
2468,42479409630000,350
2469,42479409660000,100
2470,42479409710000,100
2471,42479409770000,300
2472,42479409780000,300
2473,42479409800000,300
2474,42479409830000,250
2475,42479409890000,100
2476,42479409900000,350
2477,42479409910000,250
2478,42479409920000,50
2479,42479409970000,350
2480,42479409980000,250
2481,42479410020000,150
2482,42479410190000,250
2483,42479410200000,350
2484,42479410210000,300
2485,42479410240000,300
2486,42479410280000,100
2487,42479410290000,100
2488,42479410300000,100
2489,42479410310000,100
2490,42479410320000,-100
2491,42479410330000,100
2492,42479410350000,100
2493,42479410380000,300
2494,42479410390000,100
2495,42479410460000,350
2496,42479410470000,350
2497,42479410480000,-100
2498,42479410490000,100
2499,42479410510000,300
2500,42479410520000,350
2501,42479410530000,250
2502,42479410540000,250
2503,42479410550000,50
2504,42479410600000,300
2505,42479410610100,300
2506,42479410620000,250
2507,42479410630000,-100
2508,42479410640000,250
2509,42479410650000,350
2510,42479410670000,300
2511,42479410680000,300
2512,42479410690000,300
2513,42479410700000,300
2514,42479410710000,300
2515,42479410730000,350
2516,42479410740000,250
2517,42479410750000,300
2518,42479410760000,300
2519,42479410770000,350
2520,42479410780000,300
2521,42479410800000,100
2522,42479410900000,300
2523,42479410930000,300
2524,42479410940100,-100
2525,42479410960000,300
2526,42479410970000,250
2527,42479410980000,250
2528,42479411030000,300
2529,42479411050000,50
2530,42479411070000,250
2531,42479411080000,300
2532,42479411100000,250
2533,42479411130000,300
2534,42479411140000,300
2535,42479411150000,-100
2536,42479411170000,300
2537,42479411180000,350
2538,42479411190000,300
2539,42479411200000,300
2540,42479411210000,350
2541,42479411220000,350
2542,42479411250100,300
2543,42479411260000,100
2544,42479411270000,300
2545,42479411280000,100
2546,42479411290000,300
2547,42479411300000,300
2548,42479411310000,300
2549,42479411320000,250
2550,42479411330000,250
2551,42479411340000,250
2552,42479411350000,250
2553,42479411360000,300
2554,42479411390000,-100
2555,42479411410000,-100
2556,42479411430100,350
2557,42479411440100,300
2558,42479411450100,100
2559,42479411460000,350
2560,42479411470000,350
2561,42479411480000,300
2562,42479411490000,300
2563,42479411500000,350
2564,42479411510000,-100
2565,42479411520000,300
2566,42479411530000,250
2567,42479411540000,250
2568,42479411550000,250
2569,42479411560000,-100
2570,42479411570000,-100
2571,42479411630000,300
2572,42479411640000,300
2573,42479411650000,300
2574,42479411660000,300
2575,42479411680000,300
2576,42479411690000,300
2577,42479411700000,350
2578,42479411720000,350
2579,42479411750000,300
2580,42479411760000,300
2581,42479411770000,300
2582,42479411780000,300
2583,42479411800000,300
2584,42479411810000,250
2585,42479411840000,250
2586,42479411850000,250
2587,42479411890000,250
2588,42479411900000,250
2589,42479411910000,250
2590,42479411920000,150
2591,42479411930000,350
2592,42479411940000,300
2593,42479411950000,300
2594,42479411970000,350
2595,42479411990000,100
2596,42479412010000,350
2597,42479412020000,300
2598,42479412030000,300
2599,42479412040000,300
2600,42479412050000,-100
2601,42479412060000,350
2602,42479412110000,350
2603,42479412120000,350
2604,42479412130000,300
2605,42479412140000,300
2606,42479412150000,300
2607,42479412180000,-100
2608,42479412190000,350
2609,42479412200000,350
2610,42479412210000,250
2611,42479412220000,250
2612,42479412230000,250
2613,42479412240000,350
2614,42479412250000,350
2615,42479412260000,350
2616,42479412310000,300
2617,42479412320000,300
2618,42479412330000,-100
2619,42479412340000,300
2620,42479412350000,350
2621,42479412360000,250
2622,42479412370000,250
2623,42479412380000,250
2624,42479412410000,300
2625,42479412430000,350
2626,42479412440000,350
2627,42479412450000,350
2628,42479412460000,350
2629,42479412470000,300
2630,42479412490000,300
2631,42479412510000,50
2632,42479412540000,300
2633,42479412550000,350
2634,42479412560000,350
2635,42479412630000,350
2636,42479412650000,300
2637,42479412660000,350
2638,42479412670000,350
2639,42479412680000,-100
2640,42479412850000,100
2641,42479412870000,350
2642,42479412970100,300
2643,42479412990000,-100
2644,42479413060000,100
2645,42479413080000,300
2646,42479413090000,-100
2647,42479413210000,350
2648,42479413250000,300
2649,42479413270000,0
2650,42479413280000,100
2651,42479413330000,-150
2652,42479413340000,350
2653,42479413360000,300
2654,42479413380000,300
2655,42479413400000,350
2656,42479413410000,250
